Cell_Lat,Cell_Lon,Mes,media_focos_mes_hist
-17.6,-49.4,3,0.1818181818181818
-17.6,-49.4,4,0.2727272727272727
-17.6,-49.4,6,0.8181818181818182
-17.6,-49.4,7,0.1818181818181818
-17.6,-49.4,8,1.181818181818182
-17.6,-49.4,9,0.6363636363636364
-17.6,-49.4,10,0.7272727272727273
-17.6,-49.4,11,0.6363636363636364
-17.6,-49.4,12,0.7272727272727273
-17.6,-49.3,1,0.2727272727272727
-17.6,-49.3,2,0.0909090909090909
-17.6,-49.3,3,0.3636363636363636
-17.6,-49.3,4,0.4545454545454545
-17.6,-49.3,5,1.0
-17.6,-49.3,6,0.2727272727272727
-17.6,-49.3,7,0.3636363636363636
-17.6,-49.3,8,0.6363636363636364
-17.6,-49.3,9,0.7272727272727273
-17.6,-49.3,10,1.0909090909090908
-17.6,-49.3,11,1.3636363636363635
-17.6,-49.3,12,0.0909090909090909
-17.6,-49.2,3,0.0909090909090909
-17.6,-49.2,4,0.0909090909090909
-17.6,-49.2,6,0.2727272727272727
-17.6,-49.2,7,0.3636363636363636
-17.6,-49.2,8,0.9090909090909092
-17.6,-49.2,9,1.4545454545454546
-17.6,-49.2,10,0.8181818181818182
-17.6,-49.2,11,0.4545454545454545
-17.6,-49.1,3,0.3636363636363636
-17.6,-49.1,5,0.4545454545454545
-17.6,-49.1,6,0.1818181818181818
-17.6,-49.1,7,0.2727272727272727
-17.6,-49.1,8,0.4545454545454545
-17.6,-49.1,9,1.0
-17.6,-49.1,10,0.8181818181818182
-17.6,-49.1,11,0.4545454545454545
-17.6,-49.1,12,0.0909090909090909
-17.6,-49.0,1,0.1818181818181818
-17.6,-49.0,2,0.1818181818181818
-17.6,-49.0,3,0.0909090909090909
-17.6,-49.0,5,0.1818181818181818
-17.6,-49.0,7,0.2727272727272727
-17.6,-49.0,8,0.5454545454545454
-17.6,-49.0,9,1.181818181818182
-17.6,-49.0,10,0.2727272727272727
-17.6,-49.0,12,0.0909090909090909
-17.6,-48.9,3,0.0909090909090909
-17.6,-48.9,4,0.3636363636363636
-17.6,-48.9,5,0.3636363636363636
-17.6,-48.9,6,1.181818181818182
-17.6,-48.9,7,0.5454545454545454
-17.6,-48.9,8,1.2727272727272727
-17.6,-48.9,9,1.7272727272727273
-17.6,-48.9,10,0.5454545454545454
-17.6,-48.9,11,0.4545454545454545
-17.6,-48.9,12,0.0909090909090909
-17.6,-48.8,1,0.1818181818181818
-17.6,-48.8,2,0.0909090909090909
-17.6,-48.8,3,0.0909090909090909
-17.6,-48.8,5,0.1818181818181818
-17.6,-48.8,6,0.9090909090909092
-17.6,-48.8,7,1.3636363636363635
-17.6,-48.8,8,0.5454545454545454
-17.6,-48.8,9,0.6363636363636364
-17.6,-48.8,10,0.7272727272727273
-17.6,-48.8,11,0.1818181818181818
-17.6,-48.8,12,0.0909090909090909
-17.6,-48.7,2,0.1818181818181818
-17.6,-48.7,3,0.0909090909090909
-17.6,-48.7,4,0.1818181818181818
-17.6,-48.7,5,0.2727272727272727
-17.6,-48.7,6,1.0909090909090908
-17.6,-48.7,7,0.5454545454545454
-17.6,-48.7,8,1.181818181818182
-17.6,-48.7,9,1.0
-17.6,-48.7,10,0.4545454545454545
-17.6,-48.6,2,0.4545454545454545
-17.6,-48.6,4,0.3636363636363636
-17.6,-48.6,5,0.1818181818181818
-17.6,-48.6,6,0.9090909090909092
-17.6,-48.6,7,0.4545454545454545
-17.6,-48.6,8,0.4545454545454545
-17.6,-48.6,9,1.181818181818182
-17.6,-48.6,10,0.3636363636363636
-17.6,-48.6,11,0.3636363636363636
-17.6,-48.5,1,0.1818181818181818
-17.6,-48.5,3,0.1818181818181818
-17.6,-48.5,4,0.2727272727272727
-17.6,-48.5,5,0.4545454545454545
-17.6,-48.5,6,0.4545454545454545
-17.6,-48.5,7,0.3636363636363636
-17.6,-48.5,8,0.7272727272727273
-17.6,-48.5,9,1.5454545454545454
-17.6,-48.5,10,0.1818181818181818
-17.6,-48.5,11,0.0909090909090909
-17.6,-48.5,12,0.0909090909090909
-17.6,-48.4,1,0.0909090909090909
-17.6,-48.4,3,0.0909090909090909
-17.6,-48.4,4,0.1818181818181818
-17.6,-48.4,5,0.0909090909090909
-17.6,-48.4,6,0.9090909090909092
-17.6,-48.4,7,1.181818181818182
-17.6,-48.4,8,1.4545454545454546
-17.6,-48.4,9,1.0909090909090908
-17.6,-48.4,10,2.0
-17.6,-48.4,11,0.6363636363636364
-17.6,-48.4,12,0.1818181818181818
-17.6,-48.3,3,0.5454545454545454
-17.6,-48.3,4,1.0909090909090908
-17.6,-48.3,5,2.272727272727273
-17.6,-48.3,6,0.9090909090909092
-17.6,-48.3,7,0.3636363636363636
-17.6,-48.3,8,0.7272727272727273
-17.6,-48.3,9,0.6363636363636364
-17.6,-48.3,10,1.3636363636363635
-17.6,-48.3,11,0.5454545454545454
-17.6,-48.3,12,0.1818181818181818
-17.6,-48.2,1,0.0909090909090909
-17.6,-48.2,2,0.3636363636363636
-17.6,-48.2,3,0.0909090909090909
-17.6,-48.2,4,0.4545454545454545
-17.6,-48.2,5,0.3636363636363636
-17.6,-48.2,6,0.4545454545454545
-17.6,-48.2,7,0.7272727272727273
-17.6,-48.2,8,0.5454545454545454
-17.6,-48.2,9,0.9090909090909092
-17.6,-48.2,10,0.6363636363636364
-17.6,-48.2,12,0.0909090909090909
-17.6,-48.1,2,0.0909090909090909
-17.6,-48.1,3,0.1818181818181818
-17.6,-48.1,4,0.4545454545454545
-17.6,-48.1,5,0.0909090909090909
-17.6,-48.1,6,0.2727272727272727
-17.6,-48.1,7,0.5454545454545454
-17.6,-48.1,8,1.0909090909090908
-17.6,-48.1,9,0.8181818181818182
-17.6,-48.1,10,0.9090909090909092
-17.6,-48.1,11,0.9090909090909092
-17.6,-48.1,12,0.0909090909090909
-17.6,-48.0,1,0.0909090909090909
-17.6,-48.0,3,0.0909090909090909
-17.6,-48.0,4,0.1818181818181818
-17.6,-48.0,5,0.3636363636363636
-17.6,-48.0,6,0.1818181818181818
-17.6,-48.0,7,0.3636363636363636
-17.6,-48.0,8,1.181818181818182
-17.6,-48.0,9,1.0909090909090908
-17.6,-48.0,10,1.0
-17.6,-48.0,11,0.2727272727272727
-17.6,-48.0,12,0.1818181818181818
-17.6,-47.9,2,0.1818181818181818
-17.6,-47.9,6,0.0909090909090909
-17.6,-47.9,7,0.2727272727272727
-17.6,-47.9,8,0.3636363636363636
-17.6,-47.9,9,0.2727272727272727
-17.6,-47.9,10,0.2727272727272727
-17.6,-47.9,11,0.0909090909090909
-17.6,-47.8,4,0.3636363636363636
-17.6,-47.8,6,0.0909090909090909
-17.6,-47.8,7,0.7272727272727273
-17.6,-47.8,8,0.5454545454545454
-17.6,-47.8,9,1.0
-17.6,-47.8,10,0.1818181818181818
-17.6,-47.8,12,0.0909090909090909
-17.6,-47.7,1,0.2727272727272727
-17.6,-47.7,2,0.1818181818181818
-17.6,-47.7,3,0.0909090909090909
-17.6,-47.7,4,0.1818181818181818
-17.6,-47.7,5,0.7272727272727273
-17.6,-47.7,6,0.1818181818181818
-17.6,-47.7,7,0.1818181818181818
-17.6,-47.7,8,0.3636363636363636
-17.6,-47.7,9,1.818181818181818
-17.6,-47.7,10,1.6363636363636365
-17.6,-47.7,11,0.2727272727272727
-17.6,-47.6,5,0.2727272727272727
-17.6,-47.6,6,0.3636363636363636
-17.6,-47.6,7,0.2727272727272727
-17.6,-47.6,8,0.6363636363636364
-17.6,-47.6,9,0.9090909090909092
-17.6,-47.6,10,1.818181818181818
-17.6,-47.6,11,0.3636363636363636
-17.6,-47.6,12,0.0909090909090909
-17.6,-47.5,1,0.0909090909090909
-17.6,-47.5,2,0.4545454545454545
-17.6,-47.5,3,0.2727272727272727
-17.6,-47.5,4,0.0909090909090909
-17.6,-47.5,5,2.0
-17.6,-47.5,6,3.363636363636364
-17.6,-47.5,7,2.454545454545455
-17.6,-47.5,8,2.1818181818181817
-17.6,-47.5,9,2.454545454545455
-17.6,-47.5,10,1.6363636363636365
-17.6,-47.5,11,0.0909090909090909
-17.6,-47.4,2,0.0909090909090909
-17.6,-47.4,3,0.0909090909090909
-17.6,-47.4,4,0.0909090909090909
-17.6,-47.4,5,0.3636363636363636
-17.6,-47.4,6,0.7272727272727273
-17.6,-47.4,7,0.2727272727272727
-17.6,-47.4,8,0.4545454545454545
-17.6,-47.4,9,0.8181818181818182
-17.6,-47.4,10,0.6363636363636364
-17.6,-47.3,5,0.0909090909090909
-17.6,-47.3,6,0.1818181818181818
-17.6,-47.3,7,0.1818181818181818
-17.6,-47.3,9,0.2727272727272727
-17.6,-47.3,10,0.4545454545454545
-17.5,-53.2,5,0.4545454545454545
-17.5,-53.2,7,0.0909090909090909
-17.5,-53.2,8,0.2727272727272727
-17.5,-53.2,9,0.6363636363636364
-17.5,-53.2,10,0.6363636363636364
-17.5,-53.2,11,0.0909090909090909
-17.5,-53.2,12,0.2727272727272727
-17.5,-53.1,1,0.5454545454545454
-17.5,-53.1,2,0.1818181818181818
-17.5,-53.1,4,0.2727272727272727
-17.5,-53.1,5,0.3636363636363636
-17.5,-53.1,6,0.5454545454545454
-17.5,-53.1,7,0.1818181818181818
-17.5,-53.1,8,0.8181818181818182
-17.5,-53.1,9,0.2727272727272727
-17.5,-53.1,10,0.6363636363636364
-17.5,-53.0,1,0.0909090909090909
-17.5,-53.0,2,0.0909090909090909
-17.5,-53.0,4,0.2727272727272727
-17.5,-53.0,5,0.2727272727272727
-17.5,-53.0,6,0.0909090909090909
-17.5,-53.0,8,0.2727272727272727
-17.5,-53.0,9,1.0909090909090908
-17.5,-53.0,10,0.8181818181818182
-17.5,-53.0,11,0.3636363636363636
-17.5,-53.0,12,0.3636363636363636
-17.5,-52.9,1,0.2727272727272727
-17.5,-52.9,3,0.0909090909090909
-17.5,-52.9,4,0.7272727272727273
-17.5,-52.9,5,0.8181818181818182
-17.5,-52.9,6,0.2727272727272727
-17.5,-52.9,7,0.1818181818181818
-17.5,-52.9,8,1.4545454545454546
-17.5,-52.9,9,1.7272727272727273
-17.5,-52.9,10,0.4545454545454545
-17.5,-52.9,11,0.7272727272727273
-17.5,-52.9,12,0.9090909090909092
-17.5,-52.8,1,0.2727272727272727
-17.5,-52.8,2,0.1818181818181818
-17.5,-52.8,3,0.0909090909090909
-17.5,-52.8,4,1.181818181818182
-17.5,-52.8,5,0.3636363636363636
-17.5,-52.8,6,0.3636363636363636
-17.5,-52.8,7,1.3636363636363635
-17.5,-52.8,8,1.2727272727272727
-17.5,-52.8,9,1.4545454545454546
-17.5,-52.8,10,0.1818181818181818
-17.5,-52.8,11,0.2727272727272727
-17.5,-52.8,12,0.1818181818181818
-17.5,-52.7,1,0.0909090909090909
-17.5,-52.7,2,0.0909090909090909
-17.5,-52.7,3,0.2727272727272727
-17.5,-52.7,4,1.0
-17.5,-52.7,5,0.1818181818181818
-17.5,-52.7,6,0.0909090909090909
-17.5,-52.7,7,0.2727272727272727
-17.5,-52.7,8,0.8181818181818182
-17.5,-52.7,9,1.6363636363636365
-17.5,-52.7,10,0.1818181818181818
-17.5,-52.7,11,0.0909090909090909
-17.5,-52.7,12,0.8181818181818182
-17.5,-52.6,1,0.2727272727272727
-17.5,-52.6,3,0.0909090909090909
-17.5,-52.6,4,0.2727272727272727
-17.5,-52.6,5,0.8181818181818182
-17.5,-52.6,6,1.0
-17.5,-52.6,7,1.0
-17.5,-52.6,8,1.3636363636363635
-17.5,-52.6,9,2.090909090909091
-17.5,-52.6,10,0.1818181818181818
-17.5,-52.6,11,0.2727272727272727
-17.5,-52.6,12,0.2727272727272727
-17.5,-52.5,1,0.4545454545454545
-17.5,-52.5,2,0.0909090909090909
-17.5,-52.5,3,0.2727272727272727
-17.5,-52.5,4,1.5454545454545454
-17.5,-52.5,5,1.0
-17.5,-52.5,6,1.2727272727272727
-17.5,-52.5,7,1.909090909090909
-17.5,-52.5,8,3.0
-17.5,-52.5,9,3.090909090909091
-17.5,-52.5,10,0.9090909090909092
-17.5,-52.5,11,0.3636363636363636
-17.5,-52.5,12,0.6363636363636364
-17.5,-52.4,1,0.2727272727272727
-17.5,-52.4,2,0.0909090909090909
-17.5,-52.4,4,1.0
-17.5,-52.4,5,0.2727272727272727
-17.5,-52.4,6,0.2727272727272727
-17.5,-52.4,7,0.7272727272727273
-17.5,-52.4,8,0.8181818181818182
-17.5,-52.4,9,2.090909090909091
-17.5,-52.4,10,0.6363636363636364
-17.5,-52.4,11,0.8181818181818182
-17.5,-52.4,12,0.0909090909090909
-17.5,-52.3,1,0.4545454545454545
-17.5,-52.3,4,0.0909090909090909
-17.5,-52.3,5,0.1818181818181818
-17.5,-52.3,6,0.1818181818181818
-17.5,-52.3,7,0.6363636363636364
-17.5,-52.3,8,1.818181818181818
-17.5,-52.3,9,2.1818181818181817
-17.5,-52.3,10,0.1818181818181818
-17.5,-52.3,12,0.0909090909090909
-17.5,-52.2,1,0.3636363636363636
-17.5,-52.2,3,0.0909090909090909
-17.5,-52.2,5,0.2727272727272727
-17.5,-52.2,6,0.3636363636363636
-17.5,-52.2,7,0.6363636363636364
-17.5,-52.2,8,1.181818181818182
-17.5,-52.2,9,1.181818181818182
-17.5,-52.2,10,0.9090909090909092
-17.5,-52.2,11,0.3636363636363636
-17.5,-52.2,12,0.1818181818181818
-17.5,-52.1,1,0.1818181818181818
-17.5,-52.1,4,0.1818181818181818
-17.5,-52.1,5,0.9090909090909092
-17.5,-52.1,6,0.7272727272727273
-17.5,-52.1,7,0.7272727272727273
-17.5,-52.1,8,1.181818181818182
-17.5,-52.1,9,1.5454545454545454
-17.5,-52.1,10,0.5454545454545454
-17.5,-52.1,11,0.0909090909090909
-17.5,-52.1,12,0.1818181818181818
-17.5,-52.0,1,0.2727272727272727
-17.5,-52.0,3,0.0909090909090909
-17.5,-52.0,5,0.5454545454545454
-17.5,-52.0,6,0.4545454545454545
-17.5,-52.0,7,0.0909090909090909
-17.5,-52.0,8,0.2727272727272727
-17.5,-52.0,9,2.727272727272727
-17.5,-52.0,10,1.2727272727272727
-17.5,-52.0,11,0.4545454545454545
-17.5,-51.9,1,0.0909090909090909
-17.5,-51.9,2,0.0909090909090909
-17.5,-51.9,3,0.0909090909090909
-17.5,-51.9,4,0.0909090909090909
-17.5,-51.9,5,0.0909090909090909
-17.5,-51.9,6,0.1818181818181818
-17.5,-51.9,8,0.3636363636363636
-17.5,-51.9,9,0.4545454545454545
-17.5,-51.9,10,1.181818181818182
-17.5,-51.9,11,0.0909090909090909
-17.5,-51.8,1,0.1818181818181818
-17.5,-51.8,3,0.2727272727272727
-17.5,-51.8,5,0.5454545454545454
-17.5,-51.8,6,0.6363636363636364
-17.5,-51.8,7,1.7272727272727273
-17.5,-51.8,8,0.5454545454545454
-17.5,-51.8,9,1.2727272727272727
-17.5,-51.8,10,0.3636363636363636
-17.5,-51.8,11,0.0909090909090909
-17.5,-51.8,12,0.3636363636363636
-17.5,-51.7,1,0.0909090909090909
-17.5,-51.7,3,0.1818181818181818
-17.5,-51.7,4,0.0909090909090909
-17.5,-51.7,5,0.8181818181818182
-17.5,-51.7,6,0.2727272727272727
-17.5,-51.7,7,0.1818181818181818
-17.5,-51.7,8,0.8181818181818182
-17.5,-51.7,9,1.0
-17.5,-51.7,10,0.1818181818181818
-17.5,-51.7,12,0.0909090909090909
-17.5,-51.6,1,0.1818181818181818
-17.5,-51.6,2,0.0909090909090909
-17.5,-51.6,5,0.0909090909090909
-17.5,-51.6,8,0.1818181818181818
-17.5,-51.6,9,0.7272727272727273
-17.5,-51.6,10,0.0909090909090909
-17.5,-51.6,11,0.1818181818181818
-17.5,-51.6,12,0.1818181818181818
-17.5,-51.5,3,0.2727272727272727
-17.5,-51.5,8,0.4545454545454545
-17.5,-51.5,9,0.0909090909090909
-17.5,-51.5,11,0.0909090909090909
-17.5,-51.4,3,0.1818181818181818
-17.5,-51.4,5,0.0909090909090909
-17.5,-51.4,7,0.0909090909090909
-17.5,-51.4,8,0.3636363636363636
-17.5,-51.4,9,0.6363636363636364
-17.5,-51.4,10,0.4545454545454545
-17.5,-51.3,2,0.0909090909090909
-17.5,-51.3,4,0.0909090909090909
-17.5,-51.3,5,0.0909090909090909
-17.5,-51.3,6,0.0909090909090909
-17.5,-51.3,8,0.1818181818181818
-17.5,-51.3,9,0.7272727272727273
-17.5,-51.3,10,0.1818181818181818
-17.5,-51.3,11,0.0909090909090909
-17.5,-51.3,12,0.1818181818181818
-17.5,-51.2,1,0.2727272727272727
-17.5,-51.2,4,0.4545454545454545
-17.5,-51.2,5,0.1818181818181818
-17.5,-51.2,6,0.1818181818181818
-17.5,-51.2,7,0.1818181818181818
-17.5,-51.2,8,0.8181818181818182
-17.5,-51.2,9,0.6363636363636364
-17.5,-51.2,10,0.0909090909090909
-17.5,-51.2,12,0.0909090909090909
-17.5,-51.1,1,0.3636363636363636
-17.5,-51.1,2,0.0909090909090909
-17.5,-51.1,3,0.4545454545454545
-17.5,-51.1,4,0.1818181818181818
-17.5,-51.1,6,0.1818181818181818
-17.5,-51.1,7,0.4545454545454545
-17.5,-51.1,8,1.0909090909090908
-17.5,-51.1,9,0.2727272727272727
-17.5,-51.1,10,0.6363636363636364
-17.5,-51.1,11,0.0909090909090909
-17.5,-51.1,12,0.1818181818181818
-17.5,-51.0,1,0.0909090909090909
-17.5,-51.0,3,0.1818181818181818
-17.5,-51.0,4,0.0909090909090909
-17.5,-51.0,5,0.3636363636363636
-17.5,-51.0,6,0.2727272727272727
-17.5,-51.0,7,0.1818181818181818
-17.5,-51.0,8,0.8181818181818182
-17.5,-51.0,9,0.2727272727272727
-17.5,-51.0,10,0.7272727272727273
-17.5,-51.0,11,0.1818181818181818
-17.5,-50.9,1,0.0909090909090909
-17.5,-50.9,2,0.0909090909090909
-17.5,-50.9,3,0.0909090909090909
-17.5,-50.9,4,0.1818181818181818
-17.5,-50.9,5,0.0909090909090909
-17.5,-50.9,6,0.1818181818181818
-17.5,-50.9,7,0.0909090909090909
-17.5,-50.9,8,0.7272727272727273
-17.5,-50.9,9,1.3636363636363635
-17.5,-50.9,10,0.7272727272727273
-17.5,-50.9,11,0.3636363636363636
-17.5,-50.9,12,0.2727272727272727
-17.5,-50.8,1,0.0909090909090909
-17.5,-50.8,4,0.2727272727272727
-17.5,-50.8,5,1.6363636363636365
-17.5,-50.8,6,0.5454545454545454
-17.5,-50.8,7,0.9090909090909092
-17.5,-50.8,8,1.909090909090909
-17.5,-50.8,9,0.9090909090909092
-17.5,-50.8,10,1.0909090909090908
-17.5,-50.8,11,0.0909090909090909
-17.5,-50.7,1,0.2727272727272727
-17.5,-50.7,2,0.0909090909090909
-17.5,-50.7,3,0.2727272727272727
-17.5,-50.7,4,0.4545454545454545
-17.5,-50.7,5,0.0909090909090909
-17.5,-50.7,6,0.5454545454545454
-17.5,-50.7,7,0.3636363636363636
-17.5,-50.7,8,0.6363636363636364
-17.5,-50.7,9,1.0
-17.5,-50.7,10,0.8181818181818182
-17.5,-50.7,11,0.1818181818181818
-17.5,-50.7,12,0.3636363636363636
-17.5,-50.6,1,0.3636363636363636
-17.5,-50.6,2,0.1818181818181818
-17.5,-50.6,3,0.2727272727272727
-17.5,-50.6,4,0.3636363636363636
-17.5,-50.6,5,0.0909090909090909
-17.5,-50.6,6,0.7272727272727273
-17.5,-50.6,7,1.5454545454545454
-17.5,-50.6,8,1.3636363636363635
-17.5,-50.6,9,1.2727272727272727
-17.5,-50.6,10,0.4545454545454545
-17.5,-50.6,11,0.2727272727272727
-17.5,-50.6,12,0.3636363636363636
-17.5,-50.5,1,0.5454545454545454
-17.5,-50.5,2,0.4545454545454545
-17.5,-50.5,3,0.4545454545454545
-17.5,-50.5,4,0.0909090909090909
-17.5,-50.5,5,0.2727272727272727
-17.5,-50.5,6,0.3636363636363636
-17.5,-50.5,7,1.181818181818182
-17.5,-50.5,8,0.8181818181818182
-17.5,-50.5,9,0.9090909090909092
-17.5,-50.5,10,0.8181818181818182
-17.5,-50.5,11,0.3636363636363636
-17.5,-50.5,12,0.3636363636363636
-17.5,-50.4,1,0.2727272727272727
-17.5,-50.4,2,0.6363636363636364
-17.5,-50.4,3,0.7272727272727273
-17.5,-50.4,4,0.5454545454545454
-17.5,-50.4,6,0.2727272727272727
-17.5,-50.4,7,0.9090909090909092
-17.5,-50.4,8,1.3636363636363635
-17.5,-50.4,9,1.818181818181818
-17.5,-50.4,10,0.6363636363636364
-17.5,-50.4,11,1.0
-17.5,-50.4,12,0.8181818181818182
-17.5,-50.3,1,0.6363636363636364
-17.5,-50.3,2,0.5454545454545454
-17.5,-50.3,3,0.2727272727272727
-17.5,-50.3,6,0.1818181818181818
-17.5,-50.3,7,0.2727272727272727
-17.5,-50.3,8,0.9090909090909092
-17.5,-50.3,9,1.818181818181818
-17.5,-50.3,10,0.6363636363636364
-17.5,-50.3,11,0.5454545454545454
-17.5,-50.3,12,1.0
-17.5,-50.2,1,0.4545454545454545
-17.5,-50.2,2,0.7272727272727273
-17.5,-50.2,3,0.3636363636363636
-17.5,-50.2,4,0.4545454545454545
-17.5,-50.2,5,0.1818181818181818
-17.5,-50.2,6,0.2727272727272727
-17.5,-50.2,7,1.181818181818182
-17.5,-50.2,8,1.7272727272727273
-17.5,-50.2,9,1.818181818181818
-17.5,-50.2,10,1.2727272727272727
-17.5,-50.2,11,0.7272727272727273
-17.5,-50.2,12,0.5454545454545454
-17.5,-50.1,1,1.0
-17.5,-50.1,2,1.3636363636363635
-17.5,-50.1,3,0.9090909090909092
-17.5,-50.1,4,0.4545454545454545
-17.5,-50.1,5,0.2727272727272727
-17.5,-50.1,6,0.3636363636363636
-17.5,-50.1,7,1.4545454545454546
-17.5,-50.1,8,1.181818181818182
-17.5,-50.1,9,1.6363636363636365
-17.5,-50.1,10,0.8181818181818182
-17.5,-50.1,11,0.5454545454545454
-17.5,-50.1,12,0.9090909090909092
-17.5,-50.0,1,2.363636363636364
-17.5,-50.0,2,1.4545454545454546
-17.5,-50.0,3,1.0
-17.5,-50.0,4,0.1818181818181818
-17.5,-50.0,6,0.3636363636363636
-17.5,-50.0,7,0.6363636363636364
-17.5,-50.0,8,1.4545454545454546
-17.5,-50.0,9,0.5454545454545454
-17.5,-50.0,10,1.2727272727272727
-17.5,-50.0,12,0.9090909090909092
-17.5,-49.9,1,0.3636363636363636
-17.5,-49.9,2,0.8181818181818182
-17.5,-49.9,3,0.5454545454545454
-17.5,-49.9,4,0.0909090909090909
-17.5,-49.9,6,0.2727272727272727
-17.5,-49.9,7,0.2727272727272727
-17.5,-49.9,8,1.0
-17.5,-49.9,9,0.8181818181818182
-17.5,-49.9,10,0.7272727272727273
-17.5,-49.9,11,0.3636363636363636
-17.5,-49.9,12,0.6363636363636364
-17.5,-49.8,1,0.2727272727272727
-17.5,-49.8,2,0.4545454545454545
-17.5,-49.8,3,0.2727272727272727
-17.5,-49.8,5,0.2727272727272727
-17.5,-49.8,6,0.1818181818181818
-17.5,-49.8,7,0.1818181818181818
-17.5,-49.8,8,0.8181818181818182
-17.5,-49.8,9,0.9090909090909092
-17.5,-49.8,10,0.9090909090909092
-17.5,-49.8,11,0.0909090909090909
-17.5,-49.8,12,0.3636363636363636
-17.5,-49.7,2,0.0909090909090909
-17.5,-49.7,3,0.0909090909090909
-17.5,-49.7,4,0.0909090909090909
-17.5,-49.7,5,0.1818181818181818
-17.5,-49.7,6,0.1818181818181818
-17.5,-49.7,7,0.5454545454545454
-17.5,-49.7,8,0.3636363636363636
-17.5,-49.7,9,0.7272727272727273
-17.5,-49.7,10,0.8181818181818182
-17.5,-49.7,11,0.3636363636363636
-17.5,-49.7,12,0.2727272727272727
-17.5,-49.6,1,0.1818181818181818
-17.5,-49.6,2,0.0909090909090909
-17.5,-49.6,4,0.0909090909090909
-17.5,-49.6,5,0.2727272727272727
-17.5,-49.6,6,0.3636363636363636
-17.5,-49.6,7,0.8181818181818182
-17.5,-49.6,8,1.0
-17.5,-49.6,9,0.9090909090909092
-17.5,-49.6,10,0.5454545454545454
-17.5,-49.6,11,0.5454545454545454
-17.5,-49.5,1,0.0909090909090909
-17.5,-49.5,2,0.1818181818181818
-17.5,-49.5,3,0.1818181818181818
-17.5,-49.5,5,0.1818181818181818
-17.5,-49.5,6,0.1818181818181818
-17.5,-49.5,7,0.2727272727272727
-17.5,-49.5,8,1.181818181818182
-17.5,-49.5,9,0.8181818181818182
-17.5,-49.5,10,0.3636363636363636
-17.5,-49.5,11,0.1818181818181818
-17.5,-49.5,12,0.1818181818181818
-17.5,-49.4,1,0.0909090909090909
-17.5,-49.4,2,0.1818181818181818
-17.5,-49.4,3,0.0909090909090909
-17.5,-49.4,4,0.0909090909090909
-17.5,-49.4,5,0.4545454545454545
-17.5,-49.4,6,0.1818181818181818
-17.5,-49.4,7,0.5454545454545454
-17.5,-49.4,8,1.0
-17.5,-49.4,9,1.2727272727272727
-17.5,-49.4,10,0.0909090909090909
-17.5,-49.4,11,0.0909090909090909
-17.5,-49.4,12,0.3636363636363636
-17.5,-49.3,1,0.2727272727272727
-17.5,-49.3,2,0.0909090909090909
-17.5,-49.3,3,0.0909090909090909
-17.5,-49.3,4,0.0909090909090909
-17.5,-49.3,5,0.2727272727272727
-17.5,-49.3,6,0.8181818181818182
-17.5,-49.3,7,0.9090909090909092
-17.5,-49.3,8,0.8181818181818182
-17.5,-49.3,9,2.090909090909091
-17.5,-49.3,10,0.3636363636363636
-17.5,-49.3,11,0.1818181818181818
-17.5,-49.3,12,0.1818181818181818
-17.5,-49.2,2,0.0909090909090909
-17.5,-49.2,3,0.0909090909090909
-17.5,-49.2,4,0.0909090909090909
-17.5,-49.2,5,0.5454545454545454
-17.5,-49.2,6,0.5454545454545454
-17.5,-49.2,7,0.4545454545454545
-17.5,-49.2,8,1.4545454545454546
-17.5,-49.2,9,1.909090909090909
-17.5,-49.2,10,1.4545454545454546
-17.5,-49.2,11,0.7272727272727273
-17.5,-49.2,12,0.0909090909090909
-17.5,-49.1,4,0.2727272727272727
-17.5,-49.1,5,0.5454545454545454
-17.5,-49.1,6,0.4545454545454545
-17.5,-49.1,7,0.3636363636363636
-17.5,-49.1,8,0.5454545454545454
-17.5,-49.1,9,0.8181818181818182
-17.5,-49.1,10,1.4545454545454546
-17.5,-49.1,11,0.4545454545454545
-17.5,-49.1,12,0.0909090909090909
-17.5,-49.0,1,0.4545454545454545
-17.5,-49.0,4,0.4545454545454545
-17.5,-49.0,5,0.6363636363636364
-17.5,-49.0,6,0.3636363636363636
-17.5,-49.0,7,0.0909090909090909
-17.5,-49.0,8,0.5454545454545454
-17.5,-49.0,9,1.181818181818182
-17.5,-49.0,10,0.9090909090909092
-17.5,-49.0,11,0.3636363636363636
-17.5,-49.0,12,0.2727272727272727
-17.5,-48.9,1,0.1818181818181818
-17.5,-48.9,3,0.0909090909090909
-17.5,-48.9,4,0.2727272727272727
-17.5,-48.9,5,0.5454545454545454
-17.5,-48.9,6,0.3636363636363636
-17.5,-48.9,7,0.7272727272727273
-17.5,-48.9,8,0.3636363636363636
-17.5,-48.9,9,0.8181818181818182
-17.5,-48.9,10,1.181818181818182
-17.5,-48.9,12,0.2727272727272727
-17.5,-48.8,2,0.2727272727272727
-17.5,-48.8,3,0.0909090909090909
-17.5,-48.8,5,0.3636363636363636
-17.5,-48.8,6,0.3636363636363636
-17.5,-48.8,7,0.4545454545454545
-17.5,-48.8,8,0.8181818181818182
-17.5,-48.8,9,1.7272727272727273
-17.5,-48.8,10,0.1818181818181818
-17.5,-48.8,11,0.0909090909090909
-17.5,-48.8,12,0.0909090909090909
-17.5,-48.7,1,0.0909090909090909
-17.5,-48.7,2,0.0909090909090909
-17.5,-48.7,3,0.4545454545454545
