Municipio,Mes,media_focos_mes_hist
PARAÚNA,6,7.314814814814815
PEROLÂNDIA,6,2.4074074074074074
PETROLINA DE GOIÁS,6,3.56
PILAR DE GOIÁS,6,1.4210526315789471
PIRACANJUBA,6,2.4878048780487805
PIRANHAS,6,3.371794871794872
PIRENÓPOLIS,6,2.509433962264151
PIRES DO RIO,6,3.636363636363636
PLANALTINA,6,6.205128205128205
PONTALINA,6,1.3846153846153846
PORANGATU,6,8.9
PORTEIRÃO,6,3.433333333333333
PORTELÂNDIA,6,2.230769230769231
POSSE,6,3.027027027027027
PROFESSOR JAMIL,6,2.333333333333333
QUIRINÓPOLIS,6,3.3095238095238093
RIALMA,6,1.5483870967741935
RIANÁPOLIS,6,1.0
RIO QUENTE,6,1.8571428571428568
RIO VERDE,6,5.575418994413408
RUBIATABA,6,2.3846153846153846
SANCLERLÂNDIA,6,1.5
SANTA BÁRBARA DE GOIÁS,6,2.0
SANTA CRUZ DE GOIÁS,6,2.351351351351352
SANTA FÉ DE GOIÁS,6,4.266666666666667
SANTA HELENA DE GOIÁS,6,5.549295774647887
SANTA ISABEL,6,6.6415094339622645
SANTA RITA DO ARAGUAIA,6,2.236842105263158
SANTA RITA DO NOVO DESTINO,6,4.5588235294117645
SANTA ROSA DE GOIÁS,6,1.6666666666666667
SANTA TEREZA DE GOIÁS,6,3.5405405405405403
SANTA TEREZINHA DE GOIÁS,6,4.050847457627119
SANTO ANTÔNIO DA BARRA,6,3.2962962962962963
SANTO ANTÔNIO DE GOIÁS,6,1.625
SANTO ANTÔNIO DO DESCOBERTO,6,2.3076923076923075
SENADOR CANEDO,6,2.8767123287671232
SERRANÓPOLIS,6,3.9432624113475176
SILVÂNIA,6,2.824074074074074
SIMOLÂNDIA,6,2.5789473684210527
SÃO DOMINGOS,6,5.164179104477612
SÃO FRANCISCO DE GOIÁS,6,2.2580645161290325
SÃO JOÃO D'ALIANÇA,6,4.917582417582418
SÃO JOÃO DA PARAÚNA,6,1.8571428571428568
SÃO LUIZ DO NORTE,6,3.3375
SÃO LUÍS DE MONTES BELOS,6,2.25
SÃO MIGUEL DO ARAGUAIA,6,5.801418439716312
SÃO MIGUEL DO PASSA QUATRO,6,1.181818181818182
SÃO PATRÍCIO,6,4.5
SÍTIO D'ABADIA,6,5.327586206896552
TAQUARAL DE GOIÁS,6,1.0
TERESINA DE GOIÁS,6,3.9615384615384617
TEREZÓPOLIS DE GOIÁS,6,2.125
TRINDADE,6,1.6708860759493671
TROMBAS,6,1.818181818181818
TRÊS RANCHOS,6,2.3125
TURVELÂNDIA,6,2.41025641025641
TURVÂNIA,6,2.9166666666666665
UIRAPURU,6,1.8823529411764703
URUANA,6,2.5294117647058822
URUAÇU,6,2.8306451612903225
URUTAÍ,6,2.357142857142857
VALPARAÍSO DE GOIÁS,6,2.023809523809524
VARJÃO,6,1.9166666666666667
VIANÓPOLIS,6,2.1052631578947367
VICENTINÓPOLIS,6,4.85
VILA BOA,6,4.597402597402597
VILA PROPÍCIO,6,3.1449275362318843
Vila Boa,6,0.0
ÁGUA FRIA DE GOIÁS,6,3.768421052631579
ÁGUA LIMPA,6,0.0
ÁGUAS LINDAS DE GOIÁS,6,1.6349206349206349
ABADIA DE GOIÁS,7,2.196078431372549
ABADIÂNIA,7,2.4272727272727272
ACREÚNA,7,7.014705882352941
ADELÂNDIA,7,1.9230769230769231
ALEXÂNIA,7,2.362068965517241
ALOÂNDIA,7,1.0
ALTO HORIZONTE,7,2.935483870967742
ALTO PARAÍSO DE GOIÁS,7,8.7682119205298
ALVORADA DO NORTE,7,7.209302325581396
AMARALINA,7,4.042253521126761
AMERICANO DO BRASIL,7,2.363636363636364
AMORINÓPOLIS,7,5.806451612903226
ANHANGUERA,7,3.3
ANICUNS,7,4.487179487179487
ANÁPOLIS,7,3.371794871794872
APARECIDA DE GOIÂNIA,7,2.496551724137931
APARECIDA DO RIO DOCE,7,6.935483870967742
APORÉ,7,5.487179487179487
ARAGARÇAS,7,3.113207547169812
ARAGOIÂNIA,7,1.8387096774193548
ARAGUAPAZ,7,3.6575342465753424
ARAÇU,7,1.25
ARENÓPOLIS,7,2.810344827586207
ARUANÃ,7,4.71578947368421
AURILÂNDIA,7,10.227272727272728
AVELINÓPOLIS,7,2.4444444444444446
BALIZA,7,4.604166666666667
BARRO ALTO,7,2.682819383259912
BELA VISTA DE GOIÁS,7,2.606741573033708
BOM JARDIM DE GOIÁS,7,5.81981981981982
BOM JESUS DE GOIÁS,7,6.293333333333333
BONFINÓPOLIS,7,2.25
BONÓPOLIS,7,3.85
BRAZABRANTES,7,1.7777777777777777
BRITÂNIA,7,2.333333333333333
BURITI ALEGRE,7,1.6666666666666667
BURITI DE GOIÁS,7,1.0
BURITINÓPOLIS,7,1.8571428571428568
Bonópolis,7,0.0
CABECEIRAS,7,2.5
CACHOEIRA ALTA,7,4.341463414634147
CACHOEIRA DE GOIÁS,7,5.434782608695652
CACHOEIRA DOURADA,7,2.76
CAIAPÔNIA,7,6.62200956937799
CALDAS NOVAS,7,3.889705882352941
CALDAZINHA,7,2.3
CAMPESTRE DE GOIÁS,7,3.888888888888889
CAMPINAÇU,7,6.617283950617284
CAMPINORTE,7,3.4
CAMPO ALEGRE DE GOIÁS,7,5.220588235294118
CAMPO LIMPO DE GOIÁS,7,1.6363636363636365
CAMPOS BELOS,7,9.63888888888889
CAMPOS VERDES,7,3.238095238095238
CARMO DO RIO VERDE,7,2.65
CASTELÂNDIA,7,3.5853658536585367
CATALÃO,7,4.705882352941177
CATURAÍ,7,2.259259259259259
CAVALCANTE,7,13.919148936170211
CAÇU,7,3.929824561403509
CERES,7,1.85
CEZARINA,7,1.6785714285714286
CHAPADÃO DO CÉU,7,15.958333333333334
CIDADE OCIDENTAL,7,2.333333333333333
COCALZINHO DE GOIÁS,7,4.165413533834586
COLINAS DO SUL,7,4.875
CORUMBAÍBA,7,4.5
CORUMBÁ DE GOIÁS,7,3.7666666666666666
CRISTALINA,7,7.588477366255144
CRISTIANÓPOLIS,7,1.619047619047619
CRIXÁS,7,5.069767441860465
CROMÍNIA,7,2.375
CUMARI,7,2.4615384615384617
CÓRREGO DO OURO,7,2.7333333333333334
DAMIANÓPOLIS,7,1.6363636363636365
DAMOLÂNDIA,7,1.1666666666666667
DAVINÓPOLIS,7,1.6666666666666667
DIORAMA,7,2.933333333333333
DIVINÓPOLIS DE GOIÁS,7,2.677419354838709
DOVERLÂNDIA,7,8.13013698630137
EDEALINA,7,2.363636363636364
EDÉIA,7,5.45
ESTRELA DO NORTE,7,2.1052631578947367
FAINA,7,3.0
FAZENDA NOVA,7,2.28
FIRMINÓPOLIS,7,3.055555555555556
FLORES DE GOIÁS,7,9.59447004608295
FORMOSA,7,7.991967871485944
FORMOSO,7,3.020833333333333
GAMELEIRA DE GOIÁS,7,1.864864864864865
GOIANDIRA,7,2.710526315789474
GOIANIRA,7,2.7962962962962963
GOIANÁPOLIS,7,2.3793103448275863
GOIANÉSIA,7,4.128205128205129
GOIATUBA,7,3.77
GOIÁS,7,3.336448598130841
GOIÂNIA,7,4.111111111111111
GUAPÓ,7,1.71875
GUARANI DE GOIÁS,7,5.855072463768116
GUARAÍTA,7,1.0
GUARINOS,7,2.523809523809524
HEITORAÍ,7,3.35
HIDROLINA,7,3.619047619047619
HIDROLÂNDIA,7,3.146067415730337
IACIARA,7,6.682539682539683
INACIOLÂNDIA,7,13.96551724137931
INDIARA,7,2.435483870967742
INHUMAS,7,2.5764705882352943
IPAMERI,7,6.45
IPIRANGA DE GOIÁS,7,4.078947368421052
IPORÁ,7,3.4
ISRAELÂNDIA,7,1.3333333333333333
ITABERAÍ,7,3.0756302521008405
ITAGUARI,7,1.7857142857142858
ITAGUARU,7,2.4285714285714284
ITAJÁ,7,3.9722222222222223
ITAPACI,7,3.519230769230769
ITAPIRAPUÃ,7,2.2564102564102564
ITAPURANGA,7,2.81
ITARUMÃ,7,7.197183098591549
ITAUÇU,7,2.185185185185185
ITUMBIARA,7,6.792134831460674
IVOLÂNDIA,7,4.846153846153846
JANDAIA,7,4.941176470588236
JARAGUÁ,7,2.136842105263158
JATAÍ,7,5.796875
JAUPACI,7,1.6666666666666667
JESÚPOLIS,7,1.6666666666666667
JOVIÂNIA,7,3.7
JUSSARA,7,9.265625
LAGOA SANTA,7,5.0
LEOPOLDO DE BULHÕES,7,2.5172413793103448
LUZIÂNIA,7,4.806083650190114
MAIRIPOTABA,7,2.2142857142857144
MAMBAÍ,7,2.7142857142857144
MARA ROSA,7,2.952830188679245
MARZAGÃO,7,3.9444444444444446
MATRINCHÃ,7,3.586206896551724
MAURILÂNDIA,7,5.352112676056338
MIMOSO DE GOIÁS,7,4.928571428571429
MINAÇU,7,3.794117647058824
MINEIROS,7,22.80708661417323
MOIPORÁ,7,2.3076923076923075
MONTE ALEGRE DE GOIÁS,7,15.2991452991453
MONTES CLAROS DE GOIÁS,7,4.117647058823529
MONTIVIDIU,7,7.575757575757576
MONTIVIDIU DO NORTE,7,6.419753086419753
MORRINHOS,7,3.528735632183908
MORRO AGUDO DE GOIÁS,7,2.933333333333333
MOSSÂMEDES,7,2.8
MOZARLÂNDIA,7,5.734375
MUNDO NOVO,7,8.622641509433961
MUTUNÓPOLIS,7,4.423728813559322
NAZÁRIO,7,3.5
NERÓPOLIS,7,2.8043478260869565
NIQUELÂNDIA,7,17.075
NOVA AMÉRICA,7,1.9375
NOVA AURORA,7,1.4
NOVA CRIXÁS,7,10.156626506024097
NOVA GLÓRIA,7,3.736363636363636
NOVA IGUAÇU DE GOIÁS,7,1.7777777777777777
NOVA ROMA,7,5.889908256880734
NOVA VENEZA,7,1.6875
NOVO BRASIL,7,3.8461538461538463
NOVO GAMA,7,2.432098765432099
NOVO PLANALTO,7,2.840909090909091
Niquelândia,7,0.0
ORIZONA,7,4.069444444444445
OURO VERDE DE GOIÁS,7,3.25
OUVIDOR,7,1.7674418604651163
PADRE BERNARDO,7,5.626315789473685
PALESTINA DE GOIÁS,7,2.375
PALMEIRAS DE GOIÁS,7,4.373493975903615
PALMELO,7,1.6666666666666667
PALMINÓPOLIS,7,3.0
PANAMÁ,7,5.291666666666667
PARANAIGUARA,7,8.090909090909092
PARAÚNA,7,10.00763358778626
PEROLÂNDIA,7,7.612903225806452
PETROLINA DE GOIÁS,7,3.0303030303030303
PILAR DE GOIÁS,7,2.259259259259259
PIRACANJUBA,7,3.095652173913044
PIRANHAS,7,4.797297297297297
PIRENÓPOLIS,7,5.027272727272727
PIRES DO RIO,7,2.588235294117647
PLANALTINA,7,5.461139896373057
PONTALINA,7,3.7222222222222223
PORANGATU,7,6.937777777777778
PORTEIRÃO,7,7.545454545454546
PORTELÂNDIA,7,3.1875
POSSE,7,5.989130434782608
PROFESSOR JAMIL,7,1.8695652173913044
QUIRINÓPOLIS,7,5.173076923076923
RIALMA,7,2.341463414634146
RIANÁPOLIS,7,3.45
RIO QUENTE,7,1.7777777777777777
RIO VERDE,7,8.504166666666666
RUBIATABA,7,2.948717948717949
SANCLERLÂNDIA,7,1.8333333333333333
SANTA BÁRBARA DE GOIÁS,7,2.1818181818181817
SANTA CRUZ DE GOIÁS,7,2.94
SANTA FÉ DE GOIÁS,7,6.047619047619048
SANTA HELENA DE GOIÁS,7,7.339622641509434
SANTA ISABEL,7,5.336448598130841
SANTA RITA DO ARAGUAIA,7,2.9411764705882355
SANTA RITA DO NOVO DESTINO,7,5.09433962264151
SANTA ROSA DE GOIÁS,7,1.0
SANTA TEREZA DE GOIÁS,7,3.0
SANTA TEREZINHA DE GOIÁS,7,5.619047619047619
SANTO ANTÔNIO DA BARRA,7,4.851851851851852
SANTO ANTÔNIO DE GOIÁS,7,1.3333333333333333
SANTO ANTÔNIO DO DESCOBERTO,7,3.772727272727273
SENADOR CANEDO,7,2.396551724137931
SERRANÓPOLIS,7,5.373493975903615
SILVÂNIA,7,3.026315789473684
SIMOLÂNDIA,7,2.2857142857142856
SÃO DOMINGOS,7,10.803921568627452
SÃO FRANCISCO DE GOIÁS,7,2.3
SÃO JOÃO D'ALIANÇA,7,5.825112107623318
SÃO JOÃO DA PARAÚNA,7,4.545454545454546
SÃO LUIZ DO NORTE,7,4.944444444444445
SÃO LUÍS DE MONTES BELOS,7,3.0
SÃO MIGUEL DO ARAGUAIA,7,4.620689655172414
SÃO MIGUEL DO PASSA QUATRO,7,2.631578947368421
SÃO PATRÍCIO,7,3.1666666666666665
SÍTIO D'ABADIA,7,5.32258064516129
TAQUARAL DE GOIÁS,7,1.0
TERESINA DE GOIÁS,7,3.711864406779661
TEREZÓPOLIS DE GOIÁS,7,2.393939393939394
TRINDADE,7,2.310344827586207
TROMBAS,7,3.976744186046512
TRÊS RANCHOS,7,1.8
TURVELÂNDIA,7,5.033333333333333
TURVÂNIA,7,3.28
UIRAPURU,7,4.6
URUANA,7,1.933333333333333
URUAÇU,7,4.113636363636363
URUTAÍ,7,2.7333333333333334
VALPARAÍSO DE GOIÁS,7,1.65
VARJÃO,7,4.625
VIANÓPOLIS,7,2.263157894736842
VICENTINÓPOLIS,7,3.971428571428572
VILA BOA,7,5.483050847457627
VILA PROPÍCIO,7,6.323809523809524
Vila Boa,7,0.0
ÁGUA FRIA DE GOIÁS,7,3.4365079365079363
ÁGUA LIMPA,7,0.0
ÁGUAS LINDAS DE GOIÁS,7,2.1384615384615384
ABADIA DE GOIÁS,8,2.163265306122449
ABADIÂNIA,8,4.287878787878788
ACREÚNA,8,14.854545454545455
ADELÂNDIA,8,10.133333333333333
ALEXÂNIA,8,4.537634408602151
ALOÂNDIA,8,3.142857142857143
ALTO HORIZONTE,8,8.0
ALTO PARAÍSO DE GOIÁS,8,11.88888888888889
ALVORADA DO NORTE,8,8.414414414414415
AMARALINA,8,5.614583333333333
AMERICANO DO BRASIL,8,1.8333333333333333
AMORINÓPOLIS,8,2.761904761904762
ANHANGUERA,8,1.3333333333333333
ANICUNS,8,5.467532467532467
ANÁPOLIS,8,5.160804020100502
APARECIDA DE GOIÂNIA,8,3.2222222222222223
APARECIDA DO RIO DOCE,8,6.041666666666667
APORÉ,8,6.059701492537314
ARAGARÇAS,8,7.037974683544304
ARAGOIÂNIA,8,3.204081632653061
ARAGUAPAZ,8,5.388888888888889
ARAÇU,8,5.0
ARENÓPOLIS,8,3.15
ARUANÃ,8,5.648
AURILÂNDIA,8,4.8
AVELINÓPOLIS,8,3.68
BALIZA,8,13.097014925373134
BARRO ALTO,8,4.75
BELA VISTA DE GOIÁS,8,4.912
BOM JARDIM DE GOIÁS,8,16.5
BOM JESUS DE GOIÁS,8,6.875
BONFINÓPOLIS,8,2.0
BONÓPOLIS,8,5.159574468085107
BRAZABRANTES,8,2.892857142857143
BRITÂNIA,8,8.91891891891892
BURITI ALEGRE,8,2.875
BURITI DE GOIÁS,8,2.1666666666666665
BURITINÓPOLIS,8,3.6666666666666665
Bonópolis,8,0.0
CABECEIRAS,8,5.858490566037736
CACHOEIRA ALTA,8,4.96078431372549
CACHOEIRA DE GOIÁS,8,7.551724137931035
CACHOEIRA DOURADA,8,6.830188679245283
CAIAPÔNIA,8,9.740425531914894
CALDAS NOVAS,8,4.833333333333333
CALDAZINHA,8,4.086956521739131
CAMPESTRE DE GOIÁS,8,5.090909090909091
CAMPINAÇU,8,11.534246575342468
CAMPINORTE,8,6.803149606299213
CAMPO ALEGRE DE GOIÁS,8,6.474358974358975
CAMPO LIMPO DE GOIÁS,8,1.9444444444444444
CAMPOS BELOS,8,29.184466019417474
CAMPOS VERDES,8,3.1
CARMO DO RIO VERDE,8,3.316666666666667
CASTELÂNDIA,8,9.979166666666666
CATALÃO,8,8.842364532019705
CATURAÍ,8,3.5106382978723403
CAVALCANTE,8,23.82832618025751
CAÇU,8,3.9836065573770494
CERES,8,2.230769230769231
CEZARINA,8,1.9230769230769231
CHAPADÃO DO CÉU,8,63.55737704918032
CIDADE OCIDENTAL,8,2.990740740740741
COCALZINHO DE GOIÁS,8,5.949044585987261
COLINAS DO SUL,8,18.412587412587413
CORUMBAÍBA,8,3.886075949367088
CORUMBÁ DE GOIÁS,8,3.488372093023256
CRISTALINA,8,14.811111111111112
CRISTIANÓPOLIS,8,4.12
CRIXÁS,8,10.58490566037736
CROMÍNIA,8,3.5
CUMARI,8,4.388888888888889
CÓRREGO DO OURO,8,6.411764705882353
DAMIANÓPOLIS,8,2.25
DAMOLÂNDIA,8,3.2
DAVINÓPOLIS,8,2.92
DIORAMA,8,4.333333333333333
DIVINÓPOLIS DE GOIÁS,8,8.206896551724139
DOVERLÂNDIA,8,6.879699248120301
EDEALINA,8,2.6666666666666665
EDÉIA,8,11.786259541984732
ESTRELA DO NORTE,8,3.108108108108108
FAINA,8,4.4605263157894735
FAZENDA NOVA,8,5.057142857142857
FIRMINÓPOLIS,8,3.423076923076923
FLORES DE GOIÁS,8,16.240963855421686
FORMOSA,8,17.983221476510067
FORMOSO,8,3.66
GAMELEIRA DE GOIÁS,8,4.653846153846154
GOIANDIRA,8,3.4705882352941178
GOIANIRA,8,2.894736842105264
GOIANÁPOLIS,8,2.159090909090909
GOIANÉSIA,8,4.735849056603773
GOIATUBA,8,7.148760330578512
GOIÁS,8,6.836477987421383
GOIÂNIA,8,6.837837837837838
GUAPÓ,8,3.3404255319148937
GUARANI DE GOIÁS,8,11.729411764705882
GUARAÍTA,8,3.5
GUARINOS,8,3.057142857142857
HEITORAÍ,8,4.0
HIDROLINA,8,5.866666666666666
HIDROLÂNDIA,8,4.308411214953271
IACIARA,8,6.1645569620253164
INACIOLÂNDIA,8,11.515151515151516
INDIARA,8,6.125
INHUMAS,8,3.248
IPAMERI,8,7.844155844155843
IPIRANGA DE GOIÁS,8,3.738095238095238
IPORÁ,8,7.931034482758621
ISRAELÂNDIA,8,10.68
ITABERAÍ,8,6.976331360946745
ITAGUARI,8,3.28125
ITAGUARU,8,1.3636363636363635
ITAJÁ,8,8.836363636363636
ITAPACI,8,5.343065693430657
ITAPIRAPUÃ,8,5.806451612903226
ITAPURANGA,8,4.529850746268656
ITARUMÃ,8,7.63768115942029
ITAUÇU,8,4.878048780487805
ITUMBIARA,8,11.487437185929648
IVOLÂNDIA,8,3.083333333333333
JANDAIA,8,4.475
JARAGUÁ,8,5.847328244274809
JATAÍ,8,15.048
JAUPACI,8,6.193548387096774
JESÚPOLIS,8,3.3
JOVIÂNIA,8,5.230769230769231
JUSSARA,8,10.092592592592592
LAGOA SANTA,8,24.55555555555556
LEOPOLDO DE BULHÕES,8,3.144736842105264
LUZIÂNIA,8,7.163568773234201
MAIRIPOTABA,8,5.092592592592593
MAMBAÍ,8,8.672413793103448
MARA ROSA,8,3.4262295081967213
MARZAGÃO,8,5.5
MATRINCHÃ,8,4.238095238095238
MAURILÂNDIA,8,9.753623188405795
MIMOSO DE GOIÁS,8,35.817142857142855
MINAÇU,8,14.044025157232705
MINEIROS,8,21.34
MOIPORÁ,8,8.478260869565217
MONTE ALEGRE DE GOIÁS,8,67.65972222222223
MONTES CLAROS DE GOIÁS,8,6.534883720930233
MONTIVIDIU,8,11.74626865671642
MONTIVIDIU DO NORTE,8,6.523809523809524
MORRINHOS,8,10.212765957446807
MORRO AGUDO DE GOIÁS,8,2.642857142857143
MOSSÂMEDES,8,5.7926829268292686
MOZARLÂNDIA,8,10.263157894736842
MUNDO NOVO,8,7.9375
MUTUNÓPOLIS,8,3.783783783783784
NAZÁRIO,8,3.4761904761904763
NERÓPOLIS,8,7.137254901960785
NIQUELÂNDIA,8,36.06666666666667
NOVA AMÉRICA,8,3.6875
NOVA AURORA,8,2.2857142857142856
NOVA CRIXÁS,8,11.738461538461538
NOVA GLÓRIA,8,5.191780821917808
NOVA IGUAÇU DE GOIÁS,8,3.8461538461538463
NOVA ROMA,8,20.4496644295302
NOVA VENEZA,8,2.8823529411764706
NOVO BRASIL,8,3.076923076923077
NOVO GAMA,8,2.7043478260869565
NOVO PLANALTO,8,3.880597014925373
Niquelândia,8,0.0
ORIZONA,8,5.228571428571429
OURO VERDE DE GOIÁS,8,4.117647058823529
OUVIDOR,8,2.1272727272727274
PADRE BERNARDO,8,15.02928870292887
PALESTINA DE GOIÁS,8,10.75
PALMEIRAS DE GOIÁS,8,5.927835051546392
PALMELO,8,8.0
PALMINÓPOLIS,8,4.823529411764706
PANAMÁ,8,5.666666666666667
PARANAIGUARA,8,13.0
PARAÚNA,8,15.534090909090908
PEROLÂNDIA,8,16.982142857142858
PETROLINA DE GOIÁS,8,5.256410256410256
PILAR DE GOIÁS,8,3.702127659574468
PIRACANJUBA,8,6.971014492753623
PIRANHAS,8,5.319587628865979
PIRENÓPOLIS,8,9.901315789473683
PIRES DO RIO,8,3.223684210526316
PLANALTINA,8,12.190677966101696
PONTALINA,8,6.162162162162162
PORANGATU,8,8.047430830039525
PORTEIRÃO,8,16.597014925373134
PORTELÂNDIA,8,7.22
POSSE,8,8.978260869565217
PROFESSOR JAMIL,8,3.733333333333333
QUIRINÓPOLIS,8,7.7176470588235295
RIALMA,8,5.967391304347826
RIANÁPOLIS,8,2.6296296296296298
RIO QUENTE,8,3.769230769230769
RIO VERDE,8,17.859205776173287
RUBIATABA,8,3.324675324675325
SANCLERLÂNDIA,8,3.75
SANTA BÁRBARA DE GOIÁS,8,2.333333333333333
SANTA CRUZ DE GOIÁS,8,4.725806451612903
SANTA FÉ DE GOIÁS,8,6.433333333333334
SANTA HELENA DE GOIÁS,8,9.805970149253731
SANTA ISABEL,8,9.3625
SANTA RITA DO ARAGUAIA,8,6.78
SANTA RITA DO NOVO DESTINO,8,6.416666666666667
SANTA ROSA DE GOIÁS,8,2.2857142857142856
SANTA TEREZA DE GOIÁS,8,14.742857142857142
SANTA TEREZINHA DE GOIÁS,8,3.852941176470588
SANTO ANTÔNIO DA BARRA,8,6.3559322033898304
SANTO ANTÔNIO DE GOIÁS,8,3.5789473684210527
SANTO ANTÔNIO DO DESCOBERTO,8,4.680232558139535
SENADOR CANEDO,8,3.488721804511278
SERRANÓPOLIS,8,8.729166666666666
SILVÂNIA,8,6.071428571428571
SIMOLÂNDIA,8,2.257142857142857
SÃO DOMINGOS,8,20.65142857142857
SÃO FRANCISCO DE GOIÁS,8,4.041666666666667
SÃO JOÃO D'ALIANÇA,8,9.256521739130434
SÃO JOÃO DA PARAÚNA,8,4.115384615384615
SÃO LUIZ DO NORTE,8,5.4609375
SÃO LUÍS DE MONTES BELOS,8,4.127272727272727
SÃO MIGUEL DO ARAGUAIA,8,13.102409638554215
SÃO MIGUEL DO PASSA QUATRO,8,4.095238095238095
SÃO PATRÍCIO,8,3.4285714285714284
SÍTIO D'ABADIA,8,6.218978102189781
TAQUARAL DE GOIÁS,8,3.1052631578947367
TERESINA DE GOIÁS,8,6.634615384615385
TEREZÓPOLIS DE GOIÁS,8,2.268292682926829
TRINDADE,8,4.220689655172414
TROMBAS,8,4.196078431372549
TRÊS RANCHOS,8,2.1904761904761907
TURVELÂNDIA,8,7.2125
TURVÂNIA,8,3.0
UIRAPURU,8,6.274193548387097
URUANA,8,4.475409836065574
URUAÇU,8,9.369747899159664
URUTAÍ,8,4.75
VALPARAÍSO DE GOIÁS,8,2.0
VARJÃO,8,8.047619047619047
VIANÓPOLIS,8,3.938775510204082
VICENTINÓPOLIS,8,9.942028985507246
VILA BOA,8,5.452054794520548
VILA PROPÍCIO,8,22.25757575757576
Vila Boa,8,0.0
ÁGUA FRIA DE GOIÁS,8,15.012422360248449
ÁGUA LIMPA,8,0.0
ÁGUAS LINDAS DE GOIÁS,8,3.441860465116279
ABADIA DE GOIÁS,9,3.5526315789473686
ABADIÂNIA,9,7.30379746835443
ACREÚNA,9,21.24806201550388
ADELÂNDIA,9,3.4
ALEXÂNIA,9,5.275862068965517
ALOÂNDIA,9,4.375
ALTO HORIZONTE,9,3.767123287671233
ALTO PARAÍSO DE GOIÁS,9,42.33689839572192
ALVORADA DO NORTE,9,16.734567901234566
AMARALINA,9,11.376470588235296
AMERICANO DO BRASIL,9,9.142857142857142
AMORINÓPOLIS,9,3.4516129032258065
ANHANGUERA,9,4.4
ANICUNS,9,8.380645161290323
ANÁPOLIS,9,5.974619289340102
APARECIDA DE GOIÂNIA,9,3.282608695652174
APARECIDA DO RIO DOCE,9,7.363636363636363
APORÉ,9,7.3559322033898304
ARAGARÇAS,9,8.863636363636363
ARAGOIÂNIA,9,3.5
ARAGUAPAZ,9,40.75739644970414
ARAÇU,9,2.090909090909091
ARENÓPOLIS,9,12.653846153846152
ARUANÃ,9,11.074257425742577
AURILÂNDIA,9,7.194444444444445
AVELINÓPOLIS,9,6.27027027027027
BALIZA,9,43.92746113989637
BARRO ALTO,9,12.292792792792794
BELA VISTA DE GOIÁS,9,9.30722891566265
BOM JARDIM DE GOIÁS,9,19.29310344827586
BOM JESUS DE GOIÁS,9,29.314814814814813
BONFINÓPOLIS,9,6.4363636363636365
BONÓPOLIS,9,9.642201834862384
BRAZABRANTES,9,3.08
BRITÂNIA,9,16.194915254237287
BURITI ALEGRE,9,11.666666666666666
BURITI DE GOIÁS,9,21.6
BURITINÓPOLIS,9,6.088888888888889
Bonópolis,9,0.0
CABECEIRAS,9,8.043478260869565
CACHOEIRA ALTA,9,5.921875
CACHOEIRA DE GOIÁS,9,5.8
CACHOEIRA DOURADA,9,7.483333333333333
CAIAPÔNIA,9,19.785714285714285
CALDAS NOVAS,9,7.276923076923077
CALDAZINHA,9,3.5405405405405403
CAMPESTRE DE GOIÁS,9,2.4444444444444446
CAMPINAÇU,9,20.502857142857145
CAMPINORTE,9,18.9375
CAMPO ALEGRE DE GOIÁS,9,8.579268292682928
CAMPO LIMPO DE GOIÁS,9,3.2777777777777777
CAMPOS BELOS,9,11.60483870967742
CAMPOS VERDES,9,2.819672131147541
CARMO DO RIO VERDE,9,3.1818181818181817
CASTELÂNDIA,9,11.508771929824562
CATALÃO,9,12.896995708154506
CATURAÍ,9,5.804878048780488
CAVALCANTE,9,93.57094594594597
CAÇU,9,9.212121212121213
CERES,9,4.125
CEZARINA,9,5.070588235294117
CHAPADÃO DO CÉU,9,24.31081081081081
CIDADE OCIDENTAL,9,3.883333333333333
COCALZINHO DE GOIÁS,9,11.515463917525771
COLINAS DO SUL,9,46.28682170542636
CORUMBAÍBA,9,9.237113402061857
CORUMBÁ DE GOIÁS,9,7.465116279069767
CRISTALINA,9,23.768382352941178
CRISTIANÓPOLIS,9,9.714285714285714
CRIXÁS,9,38.22419928825623
CROMÍNIA,9,6.830188679245283
CUMARI,9,8.088235294117647
CÓRREGO DO OURO,9,5.333333333333333
DAMIANÓPOLIS,9,3.8983050847457625
DAMOLÂNDIA,9,1.125
DAVINÓPOLIS,9,8.868421052631579
DIORAMA,9,8.492307692307692
DIVINÓPOLIS DE GOIÁS,9,7.530120481927711
DOVERLÂNDIA,9,11.326797385620916
EDEALINA,9,11.069767441860463
EDÉIA,9,15.87037037037037
ESTRELA DO NORTE,9,6.983606557377049
FAINA,9,13.370165745856353
FAZENDA NOVA,9,31.852941176470587
FIRMINÓPOLIS,9,2.636363636363636
FLORES DE GOIÁS,9,34.28813559322034
FORMOSA,9,68.80757097791798
FORMOSO,9,16.902912621359224
GAMELEIRA DE GOIÁS,9,4.74
GOIANDIRA,9,6.015384615384615
GOIANIRA,9,2.8780487804878048
GOIANÁPOLIS,9,17.941176470588236
GOIANÉSIA,9,8.916129032258064
GOIATUBA,9,20.95945945945946
GOIÁS,9,18.63274336283186
GOIÂNIA,9,14.897777777777778
GUAPÓ,9,21.885245901639344
GUARANI DE GOIÁS,9,12.983333333333333
GUARAÍTA,9,5.333333333333333
GUARINOS,9,6.25531914893617
HEITORAÍ,9,5.0
HIDROLINA,9,7.314285714285714
HIDROLÂNDIA,9,6.626760563380282
