Cell_Lat,Cell_Lon,Contagem,Cell_Freq,Nearest_Municipio
-16.8,-47.5,301,0.00022225077270908187,CRISTALINA
-16.8,-47.4,214,0.0001580121772748954,CRISTALINA
-16.8,-47.3,323,0.00023849501523266924,CRISTALINA
-16.8,-47.2,73,5.3901350191903576e-05,CRISTALINA
-16.7,-52.8,17,1.2552369222772064e-05,DOVERLÂNDIA
-16.7,-52.7,84,6.202347145369726e-05,DOVERLÂNDIA
-16.7,-52.6,342,0.00025252413377576744,DOVERLÂNDIA
-16.7,-52.5,122,9.008170853989365e-05,DOVERLÂNDIA
-16.7,-52.4,217,0.0001602273012553846,DOVERLÂNDIA
-16.7,-52.3,236,0.00017425641979848278,DOVERLÂNDIA
-16.7,-52.2,283,0.00020896002882614674,DOVERLÂNDIA
-16.7,-52.1,190,0.00014029118543098192,PIRANHAS
-16.7,-52.0,190,0.00014029118543098192,PIRANHAS
-16.7,-51.9,121,8.934333387973059e-05,PIRANHAS
-16.7,-51.8,264,0.00019493091028304854,PIRANHAS
-16.7,-51.7,120,8.860495921956753e-05,PALESTINA DE GOIÁS
-16.7,-51.6,106,7.826771397728464e-05,PALESTINA DE GOIÁS
-16.7,-51.5,184,0.00013586093747000353,PALESTINA DE GOIÁS
-16.7,-51.4,127,9.377358184070895e-05,PALESTINA DE GOIÁS
-16.7,-51.3,116,8.565146057891527e-05,PALESTINA DE GOIÁS
-16.7,-51.2,103,7.605258999679545e-05,AMORINÓPOLIS
-16.7,-51.1,177,0.00013069231484886208,AMORINÓPOLIS
-16.7,-51.0,114,8.417471125858915e-05,IVOLÂNDIA
-16.7,-50.9,615,0.0004541004160002835,IVOLÂNDIA
-16.7,-50.8,190,0.00014029118543098192,CACHOEIRA DE GOIÁS
-16.7,-50.7,190,0.00014029118543098192,CACHOEIRA DE GOIÁS
-16.7,-50.6,518,0.00038247807396446645,AURILÂNDIA
-16.7,-50.5,71,5.242460087157745e-05,AURILÂNDIA
-16.7,-50.4,201,0.0001484133066927756,FIRMINÓPOLIS
-16.7,-50.3,93,6.866884339516482e-05,FIRMINÓPOLIS
-16.7,-50.2,153,0.0001129713230049486,PALMINÓPOLIS
-16.7,-50.1,239,0.00017647154377897198,TURVÂNIA
-16.7,-50.0,278,0.00020526815552533142,PALMEIRAS DE GOIÁS
-16.7,-49.9,167,0.00012330856824723147,PALMEIRAS DE GOIÁS
-16.7,-49.8,336,0.00024809388581478904,NAZÁRIO
-16.7,-49.7,144,0.00010632595106348102,CAMPESTRE DE GOIÁS
-16.7,-49.6,297,0.0002192972740684296,TRINDADE
-16.7,-49.5,265,0.00019566928494321162,TRINDADE
-16.7,-49.4,1392,0.0010278175269469833,ABADIA DE GOIÁS
-16.7,-49.3,443,0.00032709997445223675,GOIÂNIA
-16.7,-49.2,838,0.0006187579652166465,SENADOR CANEDO
-16.7,-49.1,1200,0.0008860495921956752,SENADOR CANEDO
-16.7,-49.0,123,9.082008320005671e-05,CALDAZINHA
-16.7,-48.9,145,0.00010706432572364409,CALDAZINHA
-16.7,-48.8,161,0.00011887832028625308,LEOPOLDO DE BULHÕES
-16.7,-48.7,116,8.565146057891527e-05,SILVÂNIA
-16.7,-48.6,351,0.000259169505717235,SILVÂNIA
-16.7,-48.5,236,0.00017425641979848278,SILVÂNIA
-16.7,-48.4,118,8.712820989924139e-05,VIANÓPOLIS
-16.7,-48.3,171,0.00012626206688788372,VIANÓPOLIS
-16.7,-48.2,112,8.269796193826302e-05,VIANÓPOLIS
-16.7,-48.1,159,0.00011740157096592696,LUZIÂNIA
-16.7,-48.0,86,6.350022077402338e-05,LUZIÂNIA
-16.7,-47.9,91,6.71920940748387e-05,LUZIÂNIA
-16.7,-47.8,305,0.0002252042713497341,CRISTALINA
-16.7,-47.7,323,0.00023849501523266924,CRISTALINA
-16.7,-47.6,1529,0.0011289748553893228,CRISTALINA
-16.7,-47.5,145,0.00010706432572364409,CRISTALINA
-16.7,-47.4,224,0.00016539592387652605,CRISTALINA
-16.7,-47.3,160,0.00011813994562609002,CRISTALINA
-16.6,-52.7,146,0.00010780270038380715,DOVERLÂNDIA
-16.6,-52.6,496,0.0003662338314408791,DOVERLÂNDIA
-16.6,-52.5,448,0.0003307918477530521,DOVERLÂNDIA
-16.6,-52.4,1057,0.0007804620157923572,DOVERLÂNDIA
-16.6,-52.3,351,0.000259169505717235,DOVERLÂNDIA
-16.6,-52.2,78,5.759322349271889e-05,DOVERLÂNDIA
-16.6,-52.1,325,0.00023997176455299536,PIRANHAS
-16.6,-52.0,99,7.30990913561432e-05,PIRANHAS
-16.6,-51.9,407,0.0003005184866863665,PIRANHAS
-16.6,-51.8,218,0.00016096567591554765,PIRANHAS
-16.6,-51.7,218,0.00016096567591554765,PIRANHAS
-16.6,-51.6,309,0.00022815776999038636,PALESTINA DE GOIÁS
-16.6,-51.5,160,0.00011813994562609002,PALESTINA DE GOIÁS
-16.6,-51.4,241,0.0001779482930992981,PALESTINA DE GOIÁS
-16.6,-51.3,122,9.008170853989365e-05,PALESTINA DE GOIÁS
-16.6,-51.2,217,0.0001602273012553846,AMORINÓPOLIS
-16.6,-51.1,98,7.236071669598014e-05,AMORINÓPOLIS
-16.6,-51.0,96,7.088396737565402e-05,IVOLÂNDIA
-16.6,-50.9,342,0.00025252413377576744,IVOLÂNDIA
-16.6,-50.8,125,9.229683252038283e-05,MOIPORÁ
-16.6,-50.7,111,8.195958727809995e-05,CACHOEIRA DE GOIÁS
-16.6,-50.6,170,0.00012552369222772064,AURILÂNDIA
-16.6,-50.5,104,7.679096465695852e-05,AURILÂNDIA
-16.6,-50.4,77,5.685484883255583e-05,FIRMINÓPOLIS
-16.6,-50.3,173,0.00012773881620820984,FIRMINÓPOLIS
-16.6,-50.2,228,0.0001683494225171783,TURVÂNIA
-16.6,-50.1,276,0.0002037914062050053,TURVÂNIA
-16.6,-50.0,115,8.491308591875221e-05,TURVÂNIA
-16.6,-49.9,182,0.0001343841881496774,NAZÁRIO
-16.6,-49.8,474,0.0003499895889172917,NAZÁRIO
-16.6,-49.7,244,0.0001801634170797873,SANTA BÁRBARA DE GOIÁS
-16.6,-49.6,175,0.00012921556552853596,SANTA BÁRBARA DE GOIÁS
-16.6,-49.5,434,0.0003204546025107692,TRINDADE
-16.6,-49.4,1285,0.0009488114383095355,GOIANIRA
-16.6,-49.3,734,0.000541967000559688,GOIÂNIA
-16.6,-49.2,2553,0.001885070507396299,GOIÂNIA
-16.6,-49.1,843,0.0006224498385174618,GOIANÁPOLIS
-16.6,-49.0,530,0.00039133856988642323,BONFINÓPOLIS
-16.6,-48.9,362,0.00026729162697902866,LEOPOLDO DE BULHÕES
-16.6,-48.8,235,0.00017351804513831973,LEOPOLDO DE BULHÕES
-16.6,-48.7,266,0.00019640765960337466,SILVÂNIA
-16.6,-48.6,96,7.088396737565402e-05,SILVÂNIA
-16.6,-48.5,88,6.497697009434952e-05,SILVÂNIA
-16.6,-48.4,150,0.0001107561990244594,SILVÂNIA
-16.6,-48.3,125,9.229683252038283e-05,VIANÓPOLIS
-16.6,-48.2,64,4.725597825043601e-05,LUZIÂNIA
-16.6,-48.1,130,9.598870582119815e-05,LUZIÂNIA
-16.6,-48.0,184,0.00013586093747000353,LUZIÂNIA
-16.6,-47.9,470,0.00034703609027663946,LUZIÂNIA
-16.6,-47.8,352,0.0002599078803773981,LUZIÂNIA
-16.6,-47.7,281,0.00020748327950582062,CRISTALINA
-16.6,-47.6,392,0.00028944286678392057,CRISTALINA
-16.6,-47.5,155,0.00011444807232527472,CRISTALINA
-16.6,-47.4,323,0.00023849501523266924,CRISTALINA
-16.6,-47.3,19,1.402911854309819e-05,CRISTALINA
-16.5,-52.6,268,0.0001978844089237008,BALIZA
-16.5,-52.5,737,0.0005441821245401772,BALIZA
-16.5,-52.4,798,0.000589222978810124,BALIZA
-16.5,-52.3,261,0.00019271578630255935,BALIZA
-16.5,-52.2,104,7.679096465695852e-05,BALIZA
-16.5,-52.1,211,0.00015579705329440621,PIRANHAS
-16.5,-52.0,486,0.00035885008483924844,PIRANHAS
-16.5,-51.9,235,0.00017351804513831973,PIRANHAS
-16.5,-51.8,342,0.00025252413377576744,PIRANHAS
-16.5,-51.7,144,0.00010632595106348102,PIRANHAS
-16.5,-51.6,117,8.638983523907833e-05,ARENÓPOLIS
-16.5,-51.5,184,0.00013586093747000353,ARENÓPOLIS
-16.5,-51.4,153,0.0001129713230049486,ARENÓPOLIS
-16.5,-51.3,82,6.054672213337114e-05,IPORÁ
-16.5,-51.2,154,0.00011370969766511165,IPORÁ
-16.5,-51.1,106,7.826771397728464e-05,IPORÁ
-16.5,-51.0,150,0.0001107561990244594,IVOLÂNDIA
-16.5,-50.9,273,0.0002015762822245161,MOIPORÁ
-16.5,-50.8,113,8.343633659842608e-05,MOIPORÁ
-16.5,-50.7,207,0.00015284355465375397,MOIPORÁ
-16.5,-50.6,117,8.638983523907833e-05,CÓRREGO DO OURO
-16.5,-50.5,236,0.00017425641979848278,SÃO LUÍS DE MONTES BELOS
-16.5,-50.4,162,0.00011961669494641616,SÃO LUÍS DE MONTES BELOS
-16.5,-50.3,102,7.531421533663239e-05,SÃO LUÍS DE MONTES BELOS
-16.5,-50.2,83,6.12850967935342e-05,TURVÂNIA
-16.5,-50.1,97,7.162234203581708e-05,TURVÂNIA
-16.5,-50.0,499,0.0003684489554213683,ANICUNS
-16.5,-49.9,292,0.0002156054007676143,NAZÁRIO
-16.5,-49.8,287,0.000211913527466799,AVELINÓPOLIS
-16.5,-49.7,301,0.00022225077270908187,AVELINÓPOLIS
-16.5,-49.6,227,0.00016761104785701522,CATURAÍ
-16.5,-49.5,294,0.00021708215008794043,CATURAÍ
-16.5,-49.4,555,0.0004097979363904998,GOIANIRA
-16.5,-49.3,246,0.00018164016640011342,SANTO ANTÔNIO DE GOIÁS
-16.5,-49.2,1113,0.0008218109967614887,NERÓPOLIS
-16.5,-49.1,1266,0.0009347823197664373,GOIANÁPOLIS
-16.5,-49.0,542,0.00040019906580837997,TEREZÓPOLIS DE GOIÁS
-16.5,-48.9,405,0.0002990417373660404,LEOPOLDO DE BULHÕES
-16.5,-48.8,208,0.00015358192931391704,LEOPOLDO DE BULHÕES
-16.5,-48.7,112,8.269796193826302e-05,GAMELEIRA DE GOIÁS
-16.5,-48.6,63,4.6517603590272946e-05,SILVÂNIA
-16.5,-48.5,80,5.906997281304501e-05,SILVÂNIA
-16.5,-48.4,181,0.00013364581348951433,SILVÂNIA
-16.5,-48.3,114,8.417471125858915e-05,SILVÂNIA
-16.5,-48.2,134,9.89422044618504e-05,LUZIÂNIA
-16.5,-48.1,187,0.00013807606145049272,LUZIÂNIA
-16.5,-48.0,304,0.00022446589668957104,LUZIÂNIA
-16.5,-47.9,568,0.0004193968069726196,LUZIÂNIA
-16.5,-47.8,436,0.0003219313518310953,LUZIÂNIA
-16.5,-47.7,277,0.00020452978086516835,LUZIÂNIA
-16.5,-47.6,487,0.0003595884594994115,CRISTALINA
-16.5,-47.5,109,8.048283795777383e-05,CRISTALINA
-16.5,-47.4,8,5.906997281304501e-06,CRISTALINA
-16.4,-52.7,222,0.0001639191745561999,BALIZA
-16.4,-52.6,1020,0.0007531421533663239,BALIZA
-16.4,-52.5,533,0.0003935536938669124,BALIZA
-16.4,-52.4,442,0.0003263615997920737,BALIZA
-16.4,-52.3,143,0.00010558757640331796,BALIZA
-16.4,-52.2,559,0.00041275143503115204,BOM JARDIM DE GOIÁS
-16.4,-52.1,143,0.00010558757640331796,BOM JARDIM DE GOIÁS
-16.4,-52.0,157,0.00011592482164560084,PIRANHAS
-16.4,-51.9,429,0.00031676272920995387,PIRANHAS
-16.4,-51.8,311,0.00022963451931071248,PIRANHAS
-16.4,-51.7,143,0.00010558757640331796,ARENÓPOLIS
-16.4,-51.6,112,8.269796193826302e-05,ARENÓPOLIS
-16.4,-51.5,701,0.0005176006367743069,ARENÓPOLIS
-16.4,-51.4,65,4.7994352910599075e-05,ARENÓPOLIS
-16.4,-51.3,319,0.000235541516592017,IPORÁ
-16.4,-51.2,96,7.088396737565402e-05,IPORÁ
-16.4,-51.1,330,0.00024366363785381068,IPORÁ
-16.4,-51.0,173,0.00012773881620820984,ISRAELÂNDIA
-16.4,-50.9,333,0.00024587876183429985,ISRAELÂNDIA
-16.4,-50.8,282,0.00020822165416598367,ISRAELÂNDIA
-16.4,-50.7,157,0.00011592482164560084,CÓRREGO DO OURO
-16.4,-50.6,166,0.0001225701935870684,CÓRREGO DO OURO
-16.4,-50.5,201,0.0001484133066927756,CÓRREGO DO OURO
-16.4,-50.4,50,3.691873300815313e-05,SÃO LUÍS DE MONTES BELOS
-16.4,-50.3,130,9.598870582119815e-05,SÃO LUÍS DE MONTES BELOS
-16.4,-50.2,96,7.088396737565402e-05,ADELÂNDIA
-16.4,-50.1,258,0.00019050066232207018,ADELÂNDIA
-16.4,-50.0,303,0.000223727522029408,ANICUNS
-16.4,-49.9,1155,0.0008528227324883374,ANICUNS
-16.4,-49.8,84,6.202347145369726e-05,ARAÇU
-16.4,-49.7,118,8.712820989924139e-05,ARAÇU
-16.4,-49.6,176,0.00012995394018869904,CATURAÍ
-16.4,-49.5,336,0.00024809388581478904,INHUMAS
-16.4,-49.4,411,0.00030347198532701874,BRAZABRANTES
-16.4,-49.3,540,0.0003987223164880538,NOVA VENEZA
-16.4,-49.2,841,0.0006209730891971357,NERÓPOLIS
-16.4,-49.1,993,0.0007332060375419212,TEREZÓPOLIS DE GOIÁS
-16.4,-49.0,634,0.00046812953454338174,ANÁPOLIS
-16.4,-48.9,769,0.0005678101136653952,ANÁPOLIS
-16.4,-48.8,482,0.0003558965861985962,GAMELEIRA DE GOIÁS
-16.4,-48.7,55,4.0610606308968444e-05,GAMELEIRA DE GOIÁS
-16.4,-48.6,90,6.645371941467564e-05,GAMELEIRA DE GOIÁS
-16.4,-48.5,93,6.866884339516482e-05,GAMELEIRA DE GOIÁS
-16.4,-48.4,121,8.934333387973059e-05,SILVÂNIA
-16.4,-48.3,102,7.531421533663239e-05,LUZIÂNIA
-16.4,-48.2,131,9.672708048136121e-05,LUZIÂNIA
-16.4,-48.1,251,0.00018533203970092874,LUZIÂNIA
-16.4,-48.0,346,0.0002554776324164197,LUZIÂNIA
-16.4,-47.9,318,0.00023480314193185392,LUZIÂNIA
-16.4,-47.8,451,0.00033300697173354124,LUZIÂNIA
-16.4,-47.7,238,0.0001757331691188089,LUZIÂNIA
-16.4,-47.6,98,7.236071669598014e-05,CRISTALINA
-16.4,-47.5,240,0.00017720991843913505,CRISTALINA
-16.4,-47.4,126,9.303520718054589e-05,CRISTALINA
-16.3,-52.7,431,0.00031823947853028,BALIZA
-16.3,-52.6,1809,0.0013357197602349804,BALIZA
-16.3,-52.5,1083,0.0007996597569565969,BALIZA
-16.3,-52.4,2235,0.0016502673654644451,BALIZA
-16.3,-52.3,2275,0.0016798023518709675,BALIZA
-16.3,-52.2,996,0.0007354211615224105,BOM JARDIM DE GOIÁS
-16.3,-52.1,348,0.00025695438173674583,BOM JARDIM DE GOIÁS
-16.3,-52.0,203,0.00014989005601310173,BOM JARDIM DE GOIÁS
-16.3,-51.9,140,0.00010337245242282877,PIRANHAS
-16.3,-51.8,103,7.605258999679545e-05,PIRANHAS
-16.3,-51.7,170,0.00012552369222772064,ARENÓPOLIS
-16.3,-51.6,117,8.638983523907833e-05,ARENÓPOLIS
-16.3,-51.5,598,0.0004415480467775115,ARENÓPOLIS
-16.3,-51.4,145,0.00010706432572364409,DIORAMA
-16.3,-51.3,351,0.000259169505717235,DIORAMA
-16.3,-51.2,251,0.00018533203970092874,IPORÁ
-16.3,-51.1,203,0.00014989005601310173,JAUPACI
-16.3,-51.0,213,0.00015727380261473234,JAUPACI
-16.3,-50.9,158,0.0001166631963057639,ISRAELÂNDIA
-16.3,-50.8,166,0.0001225701935870684,ISRAELÂNDIA
-16.3,-50.7,128,9.451195650087201e-05,CÓRREGO DO OURO
-16.3,-50.6,35,2.5843113105707193e-05,CÓRREGO DO OURO
-16.3,-50.5,140,0.00010337245242282877,SANCLERLÂNDIA
-16.3,-50.4,58,4.2825730289457634e-05,SANCLERLÂNDIA
-16.3,-50.3,137,0.00010115732844233959,SANCLERLÂNDIA
-16.3,-50.2,464,0.00034260584231566107,ADELÂNDIA
-16.3,-50.1,608,0.0004489317933791421,AMERICANO DO BRASIL
-16.3,-50.0,505,0.00037287920338234667,AMERICANO DO BRASIL
-16.3,-49.9,529,0.00039060019522626013,ANICUNS
-16.3,-49.8,30,2.215123980489188e-05,ARAÇU
-16.3,-49.7,242,0.00017868666775946117,ARAÇU
-16.3,-49.6,142,0.0001048492017431549,INHUMAS
-16.3,-49.5,552,0.0004075828124100106,INHUMAS
-16.3,-49.4,249,0.00018385529038060261,BRAZABRANTES
-16.3,-49.3,96,7.088396737565402e-05,DAMOLÂNDIA
-16.3,-49.2,229,0.00016908779717734134,OURO VERDE DE GOIÁS
-16.3,-49.1,274,0.00020231465688467918,CAMPO LIMPO DE GOIÁS
-16.3,-49.0,453,0.0003344837210538674,ANÁPOLIS
-16.3,-48.9,563,0.0004157049336718043,ANÁPOLIS
-16.3,-48.8,370,0.0002731986242603332,GAMELEIRA DE GOIÁS
-16.3,-48.7,288,0.00021265190212696203,GAMELEIRA DE GOIÁS
-16.3,-48.6,232,0.00017130292115783054,GAMELEIRA DE GOIÁS
-16.3,-48.5,332,0.0002451403871741368,ALEXÂNIA
-16.3,-48.4,98,7.236071669598014e-05,ALEXÂNIA
-16.3,-48.3,103,7.605258999679545e-05,SANTO ANTÔNIO DO DESCOBERTO
-16.3,-48.2,226,0.00016687267319685217,NOVO GAMA
-16.3,-48.1,112,8.269796193826302e-05,NOVO GAMA
-16.3,-48.0,624,0.0004607457879417511,LUZIÂNIA
-16.3,-47.9,527,0.00038912344590593404,LUZIÂNIA
-16.3,-47.8,552,0.0004075828124100106,LUZIÂNIA
-16.3,-47.7,419,0.00030937898260832323,CIDADE OCIDENTAL
-16.3,-47.6,357,0.00026359975367821337,CIDADE OCIDENTAL
-16.3,-47.5,407,0.0003005184866863665,CIDADE OCIDENTAL
-16.3,-47.4,120,8.860495921956753e-05,CRISTALINA
-16.3,-47.3,13,9.598870582119815e-06,CRISTALINA
-16.2,-52.5,342,0.00025252413377576744,BALIZA
-16.2,-52.4,786,0.0005803624828881672,BALIZA
-16.2,-52.3,730,0.0005390135019190357,BOM JARDIM DE GOIÁS
-16.2,-52.2,431,0.00031823947853028,BOM JARDIM DE GOIÁS
-16.2,-52.1,355,0.0002621230043578872,BOM JARDIM DE GOIÁS
-16.2,-52.0,234,0.00017277967047815666,BOM JARDIM DE GOIÁS
-16.2,-51.9,163,0.00012035506960657922,BOM JARDIM DE GOIÁS
-16.2,-51.8,200,0.00014767493203261253,PIRANHAS
-16.2,-51.7,269,0.00019862278358386386,ARENÓPOLIS
-16.2,-51.6,267,0.00019714603426353774,ARENÓPOLIS
-16.2,-51.5,379,0.00027984399620180074,DIORAMA
-16.2,-51.4,155,0.00011444807232527472,DIORAMA
-16.2,-51.3,95,7.014559271549096e-05,DIORAMA
-16.2,-51.2,169,0.0001247853175675576,JAUPACI
-16.2,-51.1,614,0.00045336204134012047,JAUPACI
-16.2,-51.0,169,0.0001247853175675576,JAUPACI
-16.2,-50.9,337,0.0002488322604749521,FAZENDA NOVA
-16.2,-50.8,79,5.833159815288195e-05,ISRAELÂNDIA
-16.2,-50.7,200,0.00014767493203261253,NOVO BRASIL
-16.2,-50.6,59,4.3564104949620695e-05,NOVO BRASIL
-16.2,-50.5,91,6.71920940748387e-05,BURITI DE GOIÁS
-16.2,-50.4,35,2.5843113105707193e-05,BURITI DE GOIÁS
-16.2,-50.3,83,6.12850967935342e-05,MOSSÂMEDES
-16.2,-50.2,66,4.8732727570762136e-05,MOSSÂMEDES
-16.2,-50.1,103,7.605258999679545e-05,AMERICANO DO BRASIL
-16.2,-50.0,948,0.0006999791778345834,AMERICANO DO BRASIL
-16.2,-49.9,298,0.00022003564872859267,ITABERAÍ
-16.2,-49.8,140,0.00010337245242282877,ITABERAÍ
-16.2,-49.7,157,0.00011592482164560084,ITAUÇU
-16.2,-49.6,189,0.00013955281077081884,ITAUÇU
-16.2,-49.5,349,0.0002576927563969089,ITAUÇU
-16.2,-49.4,110,8.122121261793689e-05,DAMOLÂNDIA
-16.2,-49.3,316,0.0002333263926115278,DAMOLÂNDIA
-16.2,-49.2,92,6.793046873500176e-05,OURO VERDE DE GOIÁS
-16.2,-49.1,164,0.00012109344426674228,CAMPO LIMPO DE GOIÁS
-16.2,-49.0,233,0.0001720412958179936,ANÁPOLIS
-16.2,-48.9,376,0.00027762887222131154,ANÁPOLIS
-16.2,-48.8,292,0.0002156054007676143,ABADIÂNIA
-16.2,-48.7,471,0.0003477744649368025,ABADIÂNIA
-16.2,-48.6,341,0.0002517857591156044,ABADIÂNIA
-16.2,-48.5,271,0.00020009953290418998,ALEXÂNIA
-16.2,-48.4,121,8.934333387973059e-05,ALEXÂNIA
-16.2,-48.3,257,0.0001897622876619071,SANTO ANTÔNIO DO DESCOBERTO
-16.2,-48.2,292,0.0002156054007676143,NOVO GAMA
-16.2,-48.1,238,0.0001757331691188089,NOVO GAMA
-16.2,-48.0,651,0.00048068190376615377,VALPARAÍSO DE GOIÁS
-16.2,-47.9,768,0.0005670717390052322,CIDADE OCIDENTAL
-16.2,-47.8,193,0.0001425063094114711,CIDADE OCIDENTAL
-16.2,-47.7,72,5.316297553174051e-05,CIDADE OCIDENTAL
-16.2,-47.6,216,0.00015948892659522153,CIDADE OCIDENTAL
-16.2,-47.5,164,0.00012109344426674228,CIDADE OCIDENTAL
-16.2,-47.4,137,0.00010115732844233959,CIDADE OCIDENTAL
-16.2,-47.3,77,5.685484883255583e-05,CABECEIRAS
-16.1,-52.5,81,5.980834747320808e-05,BALIZA
-16.1,-52.4,264,0.00019493091028304854,ARAGARÇAS
-16.1,-52.3,609,0.0004496701680393052,ARAGARÇAS
-16.1,-52.2,264,0.00019493091028304854,ARAGARÇAS
-16.1,-52.1,493,0.0003640187074603899,BOM JARDIM DE GOIÁS
-16.1,-52.0,1237,0.0009133694546217085,BOM JARDIM DE GOIÁS
-16.1,-51.9,470,0.00034703609027663946,BOM JARDIM DE GOIÁS
-16.1,-51.8,100,7.383746601630626e-05,BOM JARDIM DE GOIÁS
-16.1,-51.7,118,8.712820989924139e-05,MONTES CLAROS DE GOIÁS
-16.1,-51.6,134,9.89422044618504e-05,MONTES CLAROS DE GOIÁS
-16.1,-51.5,164,0.00012109344426674228,DIORAMA
-16.1,-51.4,173,0.00012773881620820984,DIORAMA
-16.1,-51.3,59,4.3564104949620695e-05,DIORAMA
-16.1,-51.2,120,8.860495921956753e-05,JAUPACI
-16.1,-51.1,425,0.0003138092305693016,JAUPACI
-16.1,-51.0,587,0.0004334259255157178,FAZENDA NOVA
-16.1,-50.9,1397,0.0010315094002477986,FAZENDA NOVA
-16.1,-50.8,153,0.0001129713230049486,FAZENDA NOVA
-16.1,-50.7,78,5.759322349271889e-05,NOVO BRASIL
-16.1,-50.6,61,4.5040854269946824e-05,NOVO BRASIL
-16.1,-50.5,513,0.00037878620066365116,BURITI DE GOIÁS
-16.1,-50.4,1321,0.0009753929260754058,BURITI DE GOIÁS
-16.1,-50.3,1140,0.0008417471125858915,MOSSÂMEDES
-16.1,-50.2,1022,0.00075461890268665,MOSSÂMEDES
-16.1,-50.1,234,0.00017277967047815666,MOSSÂMEDES
-16.1,-50.0,921,0.0006800430620101807,ITABERAÍ
-16.1,-49.9,559,0.00041275143503115204,ITABERAÍ
-16.1,-49.8,450,0.0003322685970733782,ITABERAÍ
-16.1,-49.7,347,0.00025621600707658273,TAQUARAL DE GOIÁS
-16.1,-49.6,206,0.0001521051799935909,TAQUARAL DE GOIÁS
-16.1,-49.5,92,6.793046873500176e-05,SANTA ROSA DE GOIÁS
-16.1,-49.4,171,0.00012626206688788372,PETROLINA DE GOIÁS
-16.1,-49.3,357,0.00026359975367821337,PETROLINA DE GOIÁS
-16.1,-49.2,96,7.088396737565402e-05,PETROLINA DE GOIÁS
-16.1,-49.1,257,0.0001897622876619071,CAMPO LIMPO DE GOIÁS
-16.1,-49.0,248,0.00018311691572043954,CAMPO LIMPO DE GOIÁS
-16.1,-48.9,256,0.00018902391300174403,ABADIÂNIA
-16.1,-48.8,229,0.00016908779717734134,ABADIÂNIA
-16.1,-48.7,77,5.685484883255583e-05,ABADIÂNIA
-16.1,-48.6,194,0.00014324468407163416,ALEXÂNIA
-16.1,-48.5,305,0.0002252042713497341,ALEXÂNIA
-16.1,-48.4,233,0.0001720412958179936,ALEXÂNIA
-16.1,-48.3,245,0.00018090179173995034,SANTO ANTÔNIO DO DESCOBERTO
-16.1,-48.2,408,0.00030125686134652955,SANTO ANTÔNIO DO DESCOBERTO
-16.1,-48.1,781,0.0005766706095873519,NOVO GAMA
-16.1,-48.0,897,0.0006623220701662672,VALPARAÍSO DE GOIÁS
-16.1,-47.9,765,0.0005648566150247429,CIDADE OCIDENTAL
-16.1,-47.8,392,0.00028944286678392057,CIDADE OCIDENTAL
-16.1,-47.7,294,0.00021708215008794043,CIDADE OCIDENTAL
-16.1,-47.6,344,0.00025400088309609353,CIDADE OCIDENTAL
-16.1,-47.5,477,0.0003522047128977809,CIDADE OCIDENTAL
-16.1,-47.4,112,8.269796193826302e-05,CIDADE OCIDENTAL
-16.1,-47.3,7,5.168622621141439e-06,CABECEIRAS
-16.0,-52.3,281,0.00020748327950582062,ARAGARÇAS
-16.0,-52.2,273,0.0002015762822245161,ARAGARÇAS
-16.0,-52.1,95,7.014559271549096e-05,ARAGARÇAS
-16.0,-52.0,795,0.0005870078548296348,BOM JARDIM DE GOIÁS
-16.0,-51.9,1017,0.0007509270293858348,BOM JARDIM DE GOIÁS
-16.0,-51.8,81,5.980834747320808e-05,MONTES CLAROS DE GOIÁS
-16.0,-51.7,101,7.457584067646933e-05,MONTES CLAROS DE GOIÁS
-16.0,-51.6,229,0.00016908779717734134,MONTES CLAROS DE GOIÁS
-16.0,-51.5,155,0.00011444807232527472,MONTES CLAROS DE GOIÁS
-16.0,-51.4,398,0.00029387311474489896,DIORAMA
-16.0,-51.3,109,8.048283795777383e-05,DIORAMA
-16.0,-51.2,124,9.155845786021977e-05,JAUPACI
-16.0,-51.1,440,0.00032488485047174755,FAZENDA NOVA
-16.0,-51.0,941,0.000694810555213442,FAZENDA NOVA
-16.0,-50.9,2909,0.002147931886414349,FAZENDA NOVA
-16.0,-50.8,548,0.00040462931376935836,FAZENDA NOVA
-16.0,-50.7,24,1.7720991843913505e-05,NOVO BRASIL
-16.0,-50.6,178,0.00013143068950902516,NOVO BRASIL
-16.0,-50.5,119,8.786658455940445e-05,NOVO BRASIL
-16.0,-50.4,298,0.00022003564872859267,BURITI DE GOIÁS
-16.0,-50.3,106,7.826771397728464e-05,GOIÁS
-16.0,-50.2,345,0.00025473925775625663,GOIÁS
-16.0,-50.1,989,0.000730252538901269,GOIÁS
-16.0,-50.0,549,0.0004053676884295214,ITABERAÍ
-16.0,-49.9,323,0.00023849501523266924,ITABERAÍ
-16.0,-49.8,465,0.0003433442169758241,ITABERAÍ
-16.0,-49.7,489,0.00036106520881973764,ITAGUARI
-16.0,-49.6,318,0.00023480314193185392,TAQUARAL DE GOIÁS
-16.0,-49.5,119,8.786658455940445e-05,SANTA ROSA DE GOIÁS
-16.0,-49.4,169,0.0001247853175675576,JESÚPOLIS
-16.0,-49.3,116,8.565146057891527e-05,SÃO FRANCISCO DE GOIÁS
-16.0,-49.2,313,0.0002311112686310386,SÃO FRANCISCO DE GOIÁS
