Modelo,Periodo,AUC,F1,Precisao,Recall_05,Recall_03,TP,FP,TN,FN
LightGBM Grade Full 2015-2025,2026-01-01 → 2026-06-03,0.7147546984551006,0.03052095268277224,0.016164015699235694,0.27300479720889664,0.5468818142171827,626,38102,417909,1667
