Cell_Lat,Cell_Lon,Cell_Freq,Nearest_Municipio,Data,DiaSemChuva,Precipitacao,Mes,DiaSemana,Estacao_Seca,media_focos_mes_hist,prob_fogo,risco
-14.8,-49.3,0.000733944412202,HIDROLINA,2026-06-06,21,0.0,6,5,1,2.727272727272727,0.8310285515331715,ALTO
-18.2,-47.9,0.0006852116846313,OUVIDOR,2026-06-06,4,0.0,6,5,1,2.636363636363636,0.830402256731004,ALTO
-13.5,-47.9,0.0014169409728529,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.727272727272727,0.8303870283314281,ALTO
-14.2,-48.8,0.0007900608863744,CAMPINORTE,2026-06-06,3,0.0,6,5,1,2.727272727272727,0.8299701364489268,ALTO
-16.2,-50.0,0.0006999791778345,AMERICANO DO BRASIL,2026-06-06,12,0.0,6,5,1,2.636363636363636,0.8282399253484218,ALTO
-16.6,-49.2,0.0018850705073962,GOIÂNIA,2026-06-06,4,0.0,6,5,1,2.636363636363636,0.8279073057579267,ALTO
-15.0,-49.5,0.0005641182403645,NOVA GLÓRIA,2026-06-06,4,0.0,6,5,1,2.636363636363636,0.8263562471247514,ALTO
-15.0,-47.6,0.0008631599777306,ÁGUA FRIA DE GOIÁS,2026-06-06,4,0.0,6,5,1,2.636363636363636,0.8263562471247514,ALTO
-13.4,-47.6,0.0014413073366382,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.636363636363636,0.8255952924628321,ALTO
-14.6,-50.7,0.0001535819293139,MOZARLÂNDIA,2026-06-06,17,0.0,6,5,1,2.636363636363636,0.8248700480051424,ALTO
-16.3,-48.0,0.0004607457879417,LUZIÂNIA,2026-06-06,4,0.0,6,5,1,2.5454545454545454,0.8243736830756955,ALTO
-13.2,-50.5,0.0007088396737565,SÃO MIGUEL DO ARAGUAIA,2026-06-06,4,0.0,6,5,1,2.5454545454545454,0.8223497404158999,ALTO
-18.4,-49.3,0.0009251834491843,ITUMBIARA,2026-06-06,5,0.0,6,5,1,2.454545454545455,0.8194504763868309,ALTO
-15.7,-48.3,0.0006667523181272,ÁGUAS LINDAS DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.909090909090909,0.8170275787271196,ALTO
-16.8,-49.1,0.0005973451000719,SENADOR CANEDO,2026-06-06,4,0.0,6,5,1,2.454545454545455,0.8168342690264953,ALTO
-16.6,-49.5,0.0003204546025107,TRINDADE,2026-06-06,14,0.0,6,5,1,2.454545454545455,0.8168299518348479,ALTO
-14.7,-48.7,0.0004865889010474,BARRO ALTO,2026-06-06,12,0.0,6,5,1,2.454545454545455,0.8147386110413578,ALTO
-14.2,-47.0,0.0010610443866543,IACIARA,2026-06-06,2,0.0,6,5,1,2.727272727272727,0.8125078113181329,ALTO
-17.7,-47.5,0.0006601069461857,CATALÃO,2026-06-06,4,0.0,6,5,1,2.363636363636364,0.8109121682587845,ALTO
-13.9,-47.1,0.0007546189026866,NOVA ROMA,2026-06-06,2,0.0,6,5,1,2.636363636363636,0.8079666629727336,ALTO
-18.0,-50.3,0.0008624216030704,MAURILÂNDIA,2026-06-06,5,0.0,6,5,1,2.272727272727273,0.8062639064161318,ALTO
-17.8,-50.5,0.0012714811648007,SANTA HELENA DE GOIÁS,2026-06-06,14,0.0,6,5,1,2.272727272727273,0.8062639064161318,ALTO
-13.7,-47.7,0.0012869870326642,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.363636363636364,0.8056820574442555,ALTO
-13.4,-47.9,0.0017314885780823,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.363636363636364,0.8056820574442555,ALTO
-17.1,-51.8,0.000290181241444,CAIAPÔNIA,2026-06-06,14,0.0,6,5,1,2.272727272727273,0.8049856879218988,ALTO
-16.3,-47.9,0.0003891234459059,LUZIÂNIA,2026-06-06,4,0.0,6,5,1,2.272727272727273,0.803128740788885,ALTO
-18.4,-52.1,0.0005323681299775,SERRANÓPOLIS,2026-06-06,14,0.0,6,5,1,2.1818181818181817,0.8015102498134725,ALTO
-14.9,-49.3,0.0004858505263872,SÃO LUIZ DO NORTE,2026-06-06,4,0.0,6,5,1,2.272727272727273,0.8014079248553425,ALTO
-14.6,-48.6,0.000697764053854,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,2.272727272727273,0.8012913556943828,ALTO
-14.6,-47.5,0.0004998796449303,SÃO JOÃO D'ALIANÇA,2026-06-06,4,0.0,6,5,1,2.272727272727273,0.8009190931882821,ALTO
-14.3,-47.4,0.0007206536683191,SÃO JOÃO D'ALIANÇA,2026-06-06,4,0.0,6,5,1,2.272727272727273,0.8009190931882821,ALTO
-13.7,-49.4,0.0006438627036621,MUTUNÓPOLIS,2026-06-06,4,0.0,6,5,1,2.272727272727273,0.8009190931882821,ALTO
-13.6,-47.7,0.0012825567847032,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.272727272727273,0.8005640260047359,ALTO
-13.4,-47.5,0.0011703238363584,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.272727272727273,0.8005640260047359,ALTO
-14.8,-48.5,0.0009406893170477,MIMOSO DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.5454545454545454,0.8001430877213949,ALTO
-16.2,-48.0,0.0004806819037661,VALPARAÍSO DE GOIÁS,2026-06-06,3,0.0,6,5,1,2.363636363636364,0.7997501238469417,ALTO
-16.1,-47.9,0.0005648566150247,CIDADE OCIDENTAL,2026-06-06,4,0.0,6,5,1,2.1818181818181817,0.7960521897748151,ALTO
-15.9,-48.3,0.0005161238874539,SANTO ANTÔNIO DO DESCOBERTO,2026-06-06,4,0.0,6,5,1,2.1818181818181817,0.7960521897748151,ALTO
-14.5,-49.0,0.0009155845786021,URUAÇU,2026-06-06,17,0.0,6,5,1,2.1818181818181817,0.7941656864392136,ALTO
-13.8,-47.8,0.0006844733099711,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.1818181818181817,0.7934189989825582,ALTO
-13.7,-47.5,0.0004134898096913,TERESINA DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.272727272727273,0.7877954399829574,ALTO
-13.2,-48.9,0.000742804908124,MONTIVIDIU DO NORTE,2026-06-06,20,0.0,6,5,1,2.090909090909091,0.7864450601731904,ALTO
-18.4,-49.2,0.0003588500848392,PANAMÁ,2026-06-06,5,0.0,6,5,1,2.0,0.7821343513950175,ALTO
-17.8,-48.6,0.0003684489554213,CALDAS NOVAS,2026-06-06,4,0.0,6,5,1,2.0,0.7817359757794228,ALTO
-16.3,-52.1,0.0002569543817367,BOM JARDIM DE GOIÁS,2026-06-06,14,0.0,6,5,1,2.0,0.781519878427645,ALTO
-15.8,-48.3,0.0003869083219254,ÁGUAS LINDAS DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.363636363636364,0.7804865488417215,ALTO
-16.7,-50.9,0.0004541004160002,IVOLÂNDIA,2026-06-06,14,0.0,6,5,1,2.0,0.779524970716286,ALTO
-16.4,-51.1,0.0002436636378538,IPORÁ,2026-06-06,10,0.0,6,5,1,2.0,0.7791182055087896,ALTO
-17.3,-47.6,0.0001713029211578,CAMPO ALEGRE DE GOIÁS,2026-06-06,12,0.0,6,5,1,2.0,0.7789375276359528,ALTO
-16.5,-49.4,0.0004097979363904,GOIANIRA,2026-06-06,4,0.0,6,5,1,2.0,0.7787158751173664,ALTO
-16.3,-49.9,0.0003906001952262,ANICUNS,2026-06-06,4,0.0,6,5,1,2.0,0.7787158751173664,ALTO
-13.9,-47.8,0.000955456810251,COLINAS DO SUL,2026-06-06,2,0.0,6,5,1,2.1818181818181817,0.778529723957239,ALTO
-15.2,-49.8,0.0004828970277466,RUBIATABA,2026-06-06,4,0.0,6,5,1,2.0,0.7773007511353552,ALTO
-14.6,-48.2,0.0012463764263552,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,2.0,0.7767139916215331,ALTO
-14.4,-50.7,0.0004865889010474,NOVA CRIXÁS,2026-06-06,17,0.0,6,5,1,2.0,0.7767139916215331,ALTO
-14.6,-47.6,0.0007996597569565,SÃO JOÃO D'ALIANÇA,2026-06-06,4,0.0,6,5,1,2.0,0.7763085393267534,ALTO
-14.1,-46.3,0.0010935328717014,POSSE,2026-06-06,4,0.0,6,5,1,2.0,0.776240967973051,ALTO
-13.6,-46.6,0.0003344837210538,SÃO DOMINGOS,2026-06-06,4,0.0,6,5,1,2.0,0.776240967973051,ALTO
-13.7,-47.9,0.0009768696753957,CAVALCANTE,2026-06-06,3,0.0,6,5,1,2.0,0.7759218588491822,ALTO
-18.4,-51.7,0.0004334259255157,APARECIDA DO RIO DOCE,2026-06-06,15,0.0,6,5,1,1.909090909090909,0.7757404517415286,ALTO
-17.2,-52.3,0.0005892229788101,PEROLÂNDIA,2026-06-06,14,0.0,6,5,1,1.909090909090909,0.7752551841056227,ALTO
-18.3,-49.9,0.0010115732844233,BOM JESUS DE GOIÁS,2026-06-06,5,0.0,6,5,1,1.909090909090909,0.7749884482053223,ALTO
-17.8,-50.9,0.0002864893681432,RIO VERDE,2026-06-06,5,0.0,6,5,1,1.909090909090909,0.7749884482053223,ALTO
-16.8,-50.9,0.0005855311055093,IVOLÂNDIA,2026-06-06,14,0.0,6,5,1,1.909090909090909,0.7723183954317845,ALTO
-16.3,-50.0,0.0003728792033823,AMERICANO DO BRASIL,2026-06-06,12,0.0,6,5,1,1.909090909090909,0.7719022249499651,ALTO
-16.3,-49.5,0.00040758281241,INHUMAS,2026-06-06,12,0.0,6,5,1,1.909090909090909,0.7719022249499651,ALTO
-14.9,-48.3,0.0016480522414839,MIMOSO DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.1818181818181817,0.7707020930507208,ALTO
-15.4,-47.9,0.0026544569032862,PLANALTINA,2026-06-06,4,0.0,6,5,1,1.909090909090909,0.7700429205841048,ALTO
-14.6,-48.3,0.0014132490995521,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,1.909090909090909,0.7694427104372862,ALTO
-13.0,-46.8,0.00077012477055,CAMPOS BELOS,2026-06-06,4,0.0,6,5,1,1.909090909090909,0.7689588648890793,ALTO
-13.6,-47.9,0.0011009166183031,CAVALCANTE,2026-06-06,3,0.0,6,5,1,1.909090909090909,0.7686324659831725,ALTO
-13.5,-47.7,0.0013371965095553,CAVALCANTE,2026-06-06,3,0.0,6,5,1,1.909090909090909,0.7686324659831725,ALTO
-15.5,-50.0,0.0002399717645529,ITAPURANGA,2026-06-06,4,0.0,6,5,1,1.909090909090909,0.7683403003932612,ALTO
-17.6,-52.6,0.0002510473844554,PORTELÂNDIA,2026-06-06,7,0.0,6,5,1,1.818181818181818,0.7679539169664543,ALTO
-17.6,-52.5,0.0007775085171517,PEROLÂNDIA,2026-06-06,14,0.0,6,5,1,1.818181818181818,0.7679539169664543,ALTO
-17.1,-52.5,0.0002532625084359,DOVERLÂNDIA,2026-06-06,14,0.0,6,5,1,1.818181818181818,0.7657225011041744,ALTO
-16.8,-52.0,0.0004895423996881,CAIAPÔNIA,2026-06-06,14,0.0,6,5,1,1.818181818181818,0.7652256778716667,ALTO
-16.6,-52.1,0.0002399717645529,PIRANHAS,2026-06-06,11,0.0,6,5,1,1.818181818181818,0.7630709983260106,ALTO
-13.2,-48.3,0.0004371177988165,MINAÇU,2026-06-06,2,0.0,6,5,1,2.0,0.7627270934536372,ALTO
-16.4,-49.0,0.0004681295345433,ANÁPOLIS,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.7618472975349736,ALTO
-15.5,-49.7,0.000321931351831,URUANA,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.7603574957476376,ALTO
-13.4,-49.1,0.0003935536938669,PORANGATU,2026-06-06,3,0.0,6,5,1,1.818181818181818,0.7602960920033517,ALTO
-13.9,-47.3,0.0010041895378217,TERESINA DE GOIÁS,2026-06-06,2,0.0,6,5,1,2.0,0.7601527076982325,ALTO
-16.3,-48.7,0.0002126519021269,GAMELEIRA DE GOIÁS,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.7601029007163921,ALTO
-15.0,-49.6,0.0004998796449303,ITAPACI,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.7598735331918735,ALTO
-15.0,-49.3,0.000733944412202,SÃO LUIZ DO NORTE,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.7598735331918735,ALTO
-14.6,-49.9,0.0002916579907644,GUARINOS,2026-06-06,17,0.0,6,5,1,1.818181818181818,0.7597398932551966,ALTO
-14.5,-48.6,0.0009045089586997,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,1.818181818181818,0.7597398932551966,ALTO
-14.5,-48.5,0.0011437423485925,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,1.818181818181818,0.7597398932551966,ALTO
-13.8,-49.0,0.0004659144105628,ESTRELA DO NORTE,2026-06-06,12,0.0,6,5,1,1.818181818181818,0.7597398932551966,ALTO
-13.5,-46.3,0.0008498692338476,SÃO DOMINGOS,2026-06-06,4,0.0,6,5,1,1.818181818181818,0.759242056787803,ALTO
-13.8,-47.1,0.000711054797737,NOVA ROMA,2026-06-06,2,0.0,6,5,1,2.0,0.756528132811656,ALTO
-14.2,-46.9,0.0005641182403645,IACIARA,2026-06-06,2,0.0,6,5,1,2.0,0.7557703066428957,ALTO
-16.9,-52.6,0.0003566349608587,DOVERLÂNDIA,2026-06-06,14,0.0,6,5,1,1.7272727272727273,0.7536821937828014,ALTO
-16.7,-47.6,0.0011289748553893,CRISTALINA,2026-06-06,3,0.0,6,5,1,1.818181818181818,0.7524267907732,ALTO
-15.9,-47.1,0.0003728792033823,CABECEIRAS,2026-06-06,3,0.0,6,5,1,1.818181818181818,0.7519133665534244,ALTO
-17.8,-48.4,0.0002207740233887,CALDAS NOVAS,2026-06-06,4,0.0,6,5,1,1.7272727272727273,0.7508717976349165,ALTO
-13.3,-46.8,0.0006283568357987,MONTE ALEGRE DE GOIÁS,2026-06-06,2,0.0,6,5,1,1.909090909090909,0.7507640376876871,ALTO
-15.9,-46.9,0.0001801634170797,CABECEIRAS,2026-06-06,3,0.0,6,5,1,1.818181818181818,0.7501200723918275,ALTO
-14.2,-47.1,0.0012677892914999,IACIARA,2026-06-06,2,0.0,6,5,1,1.909090909090909,0.7480382432580105,ALTO
-14.5,-47.1,0.0003920769445465,FLORES DE GOIÁS,2026-06-06,5,0.0,6,5,1,1.7272727272727273,0.7479421585076244,ALTO
-13.2,-46.5,0.0003056871093075,DIVINÓPOLIS DE GOIÁS,2026-06-06,4,0.0,6,5,1,1.7272727272727273,0.7475014452260146,ALTO
-14.1,-49.6,0.0002178205247481,CAMPOS VERDES,2026-06-06,17,0.0,6,5,1,1.7272727272727273,0.746203541866643,ALTO
-18.3,-49.8,0.0009790847993762,BOM JESUS DE GOIÁS,2026-06-06,5,0.0,6,5,1,1.6363636363636365,0.7425553143749349,ALTO
-18.1,-50.3,0.0008026132555972,CASTELÂNDIA,2026-06-06,14,0.0,6,5,1,1.6363636363636365,0.7425553143749349,ALTO
-17.9,-48.6,0.0002473555111546,MARZAGÃO,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7421084299840432,ALTO
-17.0,-51.8,0.0002805823708619,CAIAPÔNIA,2026-06-06,14,0.0,6,5,1,1.6363636363636365,0.7409917933389448,ALTO
-16.4,-49.5,0.0002480938858147,INHUMAS,2026-06-06,12,0.0,6,5,1,1.6363636363636365,0.7391739589639738,ALTO
-16.5,-48.9,0.000299041737366,LEOPOLDO DE BULHÕES,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7387232703164833,ALTO
-16.1,-47.5,0.0003522047128977,CIDADE OCIDENTAL,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7387232703164833,ALTO
-16.7,-49.5,0.0001956692849432,TRINDADE,2026-06-06,14,0.0,6,5,1,1.6363636363636365,0.7377785798039691,ALTO
-15.3,-48.0,0.0014715806977049,PLANALTINA,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7371387233990409,ALTO
-15.2,-49.5,0.0005855311055093,SANTA ISABEL,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7371387233990409,ALTO
-15.1,-49.4,0.0003994606911482,SANTA ISABEL,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7371387233990409,ALTO
-14.5,-49.2,0.0002562160070765,URUAÇU,2026-06-06,17,0.0,6,5,1,1.6363636363636365,0.7364820203677379,ALTO
-14.4,-49.0,0.0006556766982247,URUAÇU,2026-06-06,17,0.0,6,5,1,1.6363636363636365,0.7364820203677379,ALTO
-14.1,-50.8,0.0003042103599871,NOVA CRIXÁS,2026-06-06,17,0.0,6,5,1,1.6363636363636365,0.7364820203677379,ALTO
-14.1,-49.7,0.0007169617950183,CAMPOS VERDES,2026-06-06,17,0.0,6,5,1,1.6363636363636365,0.7364820203677379,ALTO
-14.7,-47.3,0.0005626414910442,SÃO JOÃO D'ALIANÇA,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.7360283413656207,ALTO
-13.4,-46.2,0.0011149457368462,SÃO DOMINGOS,2026-06-06,4,0.0,6,5,1,1.6363636363636365,0.73595274100231,ALTO
-15.1,-51.0,0.0002000995329041,BRITÂNIA,2026-06-06,14,0.0,6,5,1,1.6363636363636365,0.7357307384600974,ALTO
-14.0,-47.5,0.0008794042202542,ALTO PARAÍSO DE GOIÁS,2026-06-06,3,0.0,6,5,1,1.6363636363636365,0.735595746495876,ALTO
-17.9,-51.7,0.0005626414910442,JATAÍ,2026-06-06,11,0.0,6,5,1,1.5454545454545454,0.7337369199843367,ALTO
-17.6,-51.0,0.0005884846041499,RIO VERDE,2026-06-06,5,0.0,6,5,1,1.5454545454545454,0.7328925651812133,ALTO
-14.7,-46.7,0.0004548387906604,ALVORADA DO NORTE,2026-06-06,2,0.0,6,5,1,1.818181818181818,0.732855018638455,ALTO
-16.9,-52.5,0.0003736175780425,DOVERLÂNDIA,2026-06-06,14,0.0,6,5,1,1.5454545454545454,0.7326502999585255,ALTO
-16.2,-52.2,0.0003182394785302,BOM JARDIM DE GOIÁS,2026-06-06,14,0.0,6,5,1,1.5454545454545454,0.7321867648724217,ALTO
-13.9,-48.7,0.0011134689875258,CAMPINAÇU,2026-06-06,2,0.0,6,5,1,1.7272727272727273,0.7315626964363204,ALTO
-15.5,-47.3,0.0007501886547256,FORMOSA,2026-06-06,2,0.0,6,5,1,1.818181818181818,0.7301957073668711,ALTO
-16.8,-51.3,0.0004659144105628,PALESTINA DE GOIÁS,2026-06-06,14,0.0,6,5,1,1.5454545454545454,0.7298970863288511,ALTO
-16.4,-49.1,0.0007332060375419,TEREZÓPOLIS DE GOIÁS,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7289691891737624,ALTO
-16.9,-51.2,0.0001055875764033,AMORINÓPOLIS,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.727539339479674,ALTO
-16.3,-48.5,0.0002451403871741,ALEXÂNIA,2026-06-06,2,0.0,6,5,1,1.818181818181818,0.727179198239601,ALTO
-16.3,-48.6,0.0001713029211578,GAMELEIRA DE GOIÁS,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7270702440373621,ALTO
-15.0,-49.4,0.00054344374988,NOVA GLÓRIA,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7268206445126824,ALTO
-14.6,-48.7,0.0003411290929953,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,1.5454545454545454,0.7266752260565754,ALTO
-14.5,-50.8,0.0003618035834799,ARUANÃ,2026-06-06,10,0.0,6,5,1,1.5454545454545454,0.7266752260565754,ALTO
-14.4,-48.9,0.0006128509679353,URUAÇU,2026-06-06,17,0.0,6,5,1,1.5454545454545454,0.7266752260565754,ALTO
-14.4,-48.4,0.0009753929260754,NIQUELÂNDIA,2026-06-06,12,0.0,6,5,1,1.5454545454545454,0.7266752260565754,ALTO
-14.2,-49.5,0.0003411290929953,ALTO HORIZONTE,2026-06-06,6,0.0,6,5,1,1.5454545454545454,0.7266752260565754,ALTO
-14.7,-46.4,0.0006645371941467,SÍTIO D'ABADIA,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7261335741217997,ALTO
-13.4,-46.3,0.0011806610816007,SÃO DOMINGOS,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7261335741217997,ALTO
-13.5,-49.7,0.0001882855383415,BONÓPOLIS,2026-06-06,4,0.0,6,5,1,1.5454545454545454,0.7242999784316815,ALTO
-14.9,-48.2,0.0006320487090995,MIMOSO DE GOIÁS,2026-06-06,2,0.0,6,5,1,1.7272727272727273,0.7203800514811038,ALTO
-15.3,-47.1,0.0007664328972492,FORMOSA,2026-06-06,2,0.0,6,5,1,1.7272727272727273,0.7203016725694272,ALTO
