Municipio,Data,Precipitacao,DiaSemChuva,Mes,DiaSemana,Estacao_Seca,Municipio_Freq,Latitude,Longitude,media_focos_mes_hist,prob_fogo,risco
PORANGATU,2026-06-04,0.0,1,6,3,1,0.0130825222287691,-13.295151272205969,-49.25062116604489,8.9,0.8636803515927818,ALTO
SÃO JOÃO D'ALIANÇA,2026-06-04,0.0,2,6,3,1,0.0174500083436336,-14.47092130372994,-47.44566869827519,4.917582417582418,0.8584759956963334,ALTO
PLANALTINA,2026-06-04,0.0,2,6,3,1,0.0220286696113048,-15.297339114149969,-47.82804373552916,6.205128205128205,0.8539961967251782,ALTO
FLORES DE GOIÁS,2026-06-04,0.0,3,6,3,1,0.0204832514475835,-14.69582900883936,-46.88334718801356,4.961538461538462,0.8478506915090143,ALTO
SERRANÓPOLIS,2026-06-04,0.0,12,6,3,1,0.0084580817321678,-18.245444254046,-52.13858145093347,3.9432624113475176,0.8432230690158445,ALTO
PARAÚNA,2026-06-04,0.0,8,6,3,1,0.0093854803053326,-17.025229406670206,-50.64132283176662,7.314814814814815,0.8355383769888307,ALTO
CATALÃO,2026-06-04,0.0,2,6,3,1,0.0067051802889407,-17.859620758114687,-47.65795514226879,6.779220779220779,0.8256632448068788,ALTO
SÃO MIGUEL DO ARAGUAIA,2026-06-04,0.0,2,6,3,1,0.0108009445288652,-13.03457954651454,-50.31087167757311,5.801418439716312,0.8182339100914455,ALTO
MONTE ALEGRE DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0256814090551314,-13.350813143278856,-46.98514054795142,5.746268656716418,0.8072380615998801,ALTO
URUAÇU,2026-06-04,0.0,15,6,3,1,0.0084898318425548,-14.424659723475168,-49.081429732121045,2.8306451612903225,0.7995061439942971,ALTO
PADRE BERNARDO,2026-06-04,0.0,2,6,3,1,0.0171465363583066,-15.387542873502616,-48.24234321428453,3.821138211382114,0.7981572279023611,ALTO
DOVERLÂNDIA,2026-06-04,0.0,12,6,3,1,0.0061203875580916,-16.786897298262215,-52.47629182084975,6.219512195121951,0.7935407336962317,ALTO
ITUMBIARA,2026-06-04,0.0,3,6,3,1,0.0076968174575397,-18.36303539838409,-49.51316782799183,5.170940170940171,0.7898761757437623,ALTO
GOIÂNIA,2026-06-04,0.0,2,6,3,1,0.0056264149104425,-16.627186847284758,-49.26892340187793,3.121387283236994,0.7847858724053309,ALTO
SÃO DOMINGOS,2026-06-04,0.0,2,6,3,1,0.0184815177438814,-13.484742034647564,-46.3952483067699,5.164179104477612,0.7834598449643241,ALTO
MINAÇU,2026-06-04,0.0,2,6,3,1,0.0177172999706126,-13.517945024690189,-48.337109129169214,5.321428571428571,0.7738480075319453,ALTO
CRIXÁS,2026-06-04,0.0,2,6,3,1,0.0142565379384284,-14.80659158075239,-50.06889904182484,3.504,0.7719622161688281,ALTO
CAMPO ALEGRE DE GOIÁS,2026-06-04,0.0,10,6,3,1,0.0035722566058688,-17.478774899824252,-47.74286914863833,3.197674418604651,0.7663071713826517,ALTO
JUSSARA,2026-06-04,0.0,12,6,3,1,0.0097384233928906,-15.53774041723269,-51.30291227238109,7.694117647058824,0.7470364957495775,ALTO
BOM JARDIM DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.006982809161162,-16.169600227866493,-52.08811808319062,3.295238095238095,0.7441956523305385,ALTO
ALTO PARAÍSO DE GOIÁS,2026-06-04,0.0,1,6,3,1,0.0136045531135044,-14.194794675020932,-47.58800995260268,5.992063492063492,0.7256793338296577,ALTO
ÁGUA FRIA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0101031804750111,-14.959240097702764,-47.8720093319421,3.768421052631579,0.7250057614725028,ALTO
VILA PROPÍCIO,2026-06-04,0.0,10,6,3,1,0.0090901304412674,-15.174992710889834,-48.74270162202432,3.1449275362318843,0.7191308556576492,ALTO
ARUANÃ,2026-06-04,0.0,8,6,3,1,0.0055090133394766,-14.80056233565119,-50.9660645783424,5.5,0.7183851051688338,ALTO
NOVA ROMA,2026-06-04,0.0,2,6,3,1,0.0121329724157994,-13.714942640576536,-47.01834764226104,5.73015873015873,0.715097678399626,ALTO
SANTA HELENA DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.0065552902329276,-17.809635495091406,-50.550434417318826,5.549295774647887,0.6936602371338633,MÉDIO
VILA BOA,2026-06-04,0.0,4,6,3,1,0.005108075899008,-14.984513516726455,-47.065655301847535,4.597402597402597,0.6882095205461674,MÉDIO
CALDAS NOVAS,2026-06-04,0.0,2,6,3,1,0.0032953661083077,-17.728174181219167,-48.609976896734885,3.2033898305084745,0.6880606800021221,MÉDIO
PIRANHAS,2026-06-04,0.0,9,6,3,1,0.0030155221121059,-16.447787530113146,-51.854078169184085,3.371794871794872,0.6807226458492128,MÉDIO
SILVÂNIA,2026-06-04,0.0,2,6,3,1,0.0024809388581478,-16.63901076782678,-48.5989267608625,2.824074074074074,0.6794249734604821,MÉDIO
MIMOSO DE GOIÁS,2026-06-04,0.0,3,6,3,1,0.0153441638128486,-15.0302729730905,-48.33825202036574,5.0,0.6745506424766484,MÉDIO
GOIÁS,2026-06-04,0.0,2,6,3,1,0.006679337175835,-15.910637681321438,-50.22587344128038,3.4526315789473685,0.6698453297297464,MÉDIO
ARAGUAPAZ,2026-06-04,0.0,16,6,3,1,0.0072685601546451,-15.139882625109504,-50.2765366521584,3.544117647058824,0.6697409888040812,MÉDIO
CAMPINAÇU,2026-06-04,0.0,2,6,3,1,0.0107566420492554,-13.868181231222769,-48.55699372818981,7.882352941176471,0.6614263939416308,MÉDIO
ANÁPOLIS,2026-06-04,0.0,2,6,3,1,0.0025665903187268,-16.327248789404404,-48.95399874795129,2.279279279279279,0.6587748270680321,MÉDIO
JARAGUÁ,2026-06-04,0.0,2,6,3,1,0.0027460153611464,-15.684175632573451,-49.36723779617128,2.119047619047619,0.6546507973103869,MÉDIO
PIRENÓPOLIS,2026-06-04,0.0,2,6,3,1,0.0060856839490639,-15.78834605245366,-48.98248540918748,2.509433962264151,0.6530785359649184,MÉDIO
CEZARINA,2026-06-04,0.0,4,6,3,1,0.0010817188771388,-17.034689299189036,-49.7756844762151,1.1111111111111112,0.6517674755032219,MÉDIO
COCALZINHO DE GOIÁS,2026-06-04,0.0,3,6,3,1,0.0042582066651603,-15.644454575968023,-48.59695917813067,2.492063492063492,0.6432685096035589,MÉDIO
ALVORADA DO NORTE,2026-06-04,0.0,2,6,3,1,0.0069111868191262,-14.578913930149612,-46.62741788371978,4.3125,0.6376327393580347,MÉDIO
APORÉ,2026-06-04,0.0,10,6,3,1,0.0023280953034941,-18.7073526543005,-52.08304620766298,4.466666666666667,0.6359951227383008,MÉDIO
POSSE,2026-06-04,0.0,2,6,3,1,0.0078828878719008,-14.196997106543726,-46.3411011854588,3.027027027027027,0.6300021935912259,MÉDIO
PIRACANJUBA,2026-06-04,0.0,2,6,3,1,0.0031550749228767,-17.359788624438703,-49.008963459189445,2.4878048780487805,0.6276177916421711,MÉDIO
ITABERAÍ,2026-06-04,0.0,2,6,3,1,0.0036438789479047,-16.076051965486666,-49.86875528845477,3.0,0.6275515854262731,MÉDIO
MONTIVIDIU DO NORTE,2026-06-04,0.0,18,6,3,1,0.0055422401991839,-13.157797966650936,-48.70583895092373,7.462962962962963,0.6270679682893858,MÉDIO
MORRINHOS,2026-06-04,0.0,2,6,3,1,0.0046879407173752,-17.747080471125827,-49.18201398317284,2.7681159420289854,0.6241289658374742,MÉDIO
ANICUNS,2026-06-04,0.0,2,6,3,1,0.0028693239293936,-16.386618352812665,-49.96569453715062,2.6095238095238096,0.6211711360745678,MÉDIO
SÍTIO D'ABADIA,2026-06-04,0.0,2,6,3,1,0.0063869408104104,-14.729138480039394,-46.29929381822457,5.327586206896552,0.6208563932033815,MÉDIO
MONTES CLAROS DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.0036261579560608,-15.873326931416043,-51.59664771775818,4.019230769230769,0.6205829910593847,MÉDIO
ITARUMÃ,2026-06-04,0.0,12,6,3,1,0.0046421614884451,-18.86462245523424,-51.33580667861621,4.627118644067797,0.616347486334382,MÉDIO
BONÓPOLIS,2026-06-04,0.0,2,6,3,1,0.0027238641213415,-13.564579785655514,-49.78482140282583,3.725,0.612625060670396,MÉDIO
MUNDO NOVO,2026-06-04,0.0,15,6,3,1,0.0027504456091074,-13.777534650060309,-50.25180240334917,2.9692307692307693,0.610579879844677,MÉDIO
GOIANÉSIA,2026-06-04,0.0,2,6,3,1,0.0033721570729647,-15.235935983775684,-49.19339896780853,2.430379746835443,0.6089239400924846,MÉDIO
ABADIÂNIA,2026-06-04,0.0,2,6,3,1,0.0021287341452501,-16.19915712906121,-48.70814271576387,2.414634146341464,0.6069682177179324,MÉDIO
IACIARA,2026-06-04,0.0,3,6,3,1,0.0029911557483205,-14.108153980696324,-46.79592329445353,7.594202898550725,0.6006699739678174,MÉDIO
SANTA TEREZINHA DE GOIÁS,2026-06-04,0.0,10,6,3,1,0.0023960257722291,-14.32429478078316,-49.65930833489798,4.050847457627119,0.5989905396396753,MÉDIO
COLINAS DO SUL,2026-06-04,0.0,2,6,3,1,0.0162671321380524,-13.94148455899416,-48.086108285372966,5.053571428571429,0.5977613428869817,MÉDIO
ITAPACI,2026-06-04,0.0,2,6,3,1,0.0027290327439626,-14.955491253186096,-49.62493326485581,2.6666666666666665,0.5917692835829337,MÉDIO
SANTA ISABEL,2026-06-04,0.0,2,6,3,1,0.0024432817504795,-15.200546008094864,-49.40043024932847,6.6415094339622645,0.5888542991511087,MÉDIO
MUTUNÓPOLIS,2026-06-04,0.0,2,6,3,1,0.0021346411425314,-13.711606278817616,-49.31418113591433,5.033898305084746,0.5856924571761947,MÉDIO
HIDROLÂNDIA,2026-06-04,0.0,2,6,3,1,0.001757331691188,-17.00595303936355,-49.2631795818899,2.1594202898550723,0.5845264736194603,MÉDIO
ACREÚNA,2026-06-04,0.0,12,6,3,1,0.0050453140528942,-17.48826970830257,-50.32369400069289,3.42,0.584458817323774,MÉDIO
SANTO ANTÔNIO DO DESCOBERTO,2026-06-04,0.0,2,6,3,1,0.002381996653686,-16.02598615253068,-48.28800335138823,2.3076923076923075,0.5832826165617355,MÉDIO
ORIZONA,2026-06-04,0.0,2,6,3,1,0.0020201930702061,-17.02708940860277,-48.16569268300261,2.0625,0.5828464064493604,MÉDIO
TRINDADE,2026-06-04,0.0,12,6,3,1,0.0016598662360465,-16.650075769653657,-49.51836291274552,1.6708860759493671,0.5828411763188347,MÉDIO
PALMEIRAS DE GOIÁS,2026-06-04,0.0,8,6,3,1,0.0026522417793057,-16.814514481269185,-49.9450199537401,2.2916666666666665,0.5818050574671825,MÉDIO
MARA ROSA,2026-06-04,0.0,1,6,3,1,0.0037022105460575,-13.999770100704,-49.390664925569126,2.625,0.5806723424856788,MÉDIO
NOVA GLÓRIA,2026-06-04,0.0,2,6,3,1,0.0023332639261152,-15.080904022970325,-49.5127373729181,2.68,0.579603960785211,MÉDIO
SÃO LUIZ DO NORTE,2026-06-04,0.0,2,6,3,1,0.0024484503731007,-14.905980936295272,-49.283790673643686,3.3375,0.5791874408930184,MÉDIO
GOIATUBA,2026-06-04,0.0,3,6,3,1,0.0047403653182468,-17.991078799174332,-49.72506729400575,2.75,0.5769551336618706,MÉDIO
EDÉIA,2026-06-04,0.0,4,6,3,1,0.0040093744046854,-17.509361464280108,-50.00172531667008,2.9791666666666665,0.5604286202504104,MÉDIO
ITAPURANGA,2026-06-04,0.0,2,6,3,1,0.0018466750250678,-15.577224810549591,-49.933817512866845,2.2222222222222223,0.5501407394587825,MÉDIO
SENADOR CANEDO,2026-06-04,0.0,2,6,3,1,0.0015070226813928,-16.72174558705297,-49.12425814633367,2.8767123287671232,0.5454584444624679,MÉDIO
CABECEIRAS,2026-06-04,0.0,1,6,3,1,0.0021161817760273,-15.753711869204832,-46.99550025639795,4.791666666666667,0.5443119584715868,MÉDIO
SANTA RITA DO NOVO DESTINO,2026-06-04,0.0,15,6,3,1,0.0025961253051333,-14.819117187607606,-49.03969360530454,4.5588235294117645,0.5413113959214501,MÉDIO
BALIZA,2026-06-04,0.0,2,6,3,1,0.0094534107740676,-16.335498056525363,-52.47044379945877,2.369565217391304,0.5355971003043749,MÉDIO
INHUMAS,2026-06-04,0.0,10,6,3,1,0.0011282364807291,-16.318242778189063,-49.50186836687853,1.9130434782608696,0.5300758196331334,MÉDIO
BOM JESUS DE GOIÁS,2026-06-04,0.0,3,6,3,1,0.0043556721203019,-18.192311694542585,-49.92073113922121,2.872727272727273,0.5229555290910266,MÉDIO
PIRES DO RIO,2026-06-04,0.0,2,6,3,1,0.0018075411680791,-17.230327492515848,-48.40629032850881,3.636363636363636,0.5171070035465204,MÉDIO
APARECIDA DE GOIÂNIA,2026-06-04,0.0,2,6,3,1,0.0013357197602349,-16.80602601231046,-49.24588428522596,1.7731958762886595,0.5155585789150329,MÉDIO
INDIARA,2026-06-04,0.0,12,6,3,1,0.0023591070392209,-17.22357364537349,-49.96111627583188,2.575,0.5062421334844425,MÉDIO
QUIRINÓPOLIS,2026-06-04,0.0,12,6,3,1,0.0039104322002235,-18.344498864270253,-50.57761418506451,3.3095238095238093,0.5059032433294588,MÉDIO
BELA VISTA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.002201094861946,-16.95106540676648,-48.933601465935,1.6,0.5033318116486217,MÉDIO
NOVO PLANALTO,2026-06-04,0.0,1,6,3,1,0.0015786450234286,-13.224864863175409,-49.711211164352655,4.092307692307692,0.498014189293246,MÉDIO
SANTA TEREZA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0022261996003916,-13.615351655700474,-48.99769110324295,3.5405405405405403,0.4978904188023274,MÉDIO
AMARALINA,2026-06-04,0.0,1,6,3,1,0.0035235238782981,-13.848529827205882,-49.56903226128027,2.5098039215686274,0.4974530540462008,MÉDIO
MOZARLÂNDIA,2026-06-04,0.0,15,6,3,1,0.0020120709489443,-14.81638418252236,-50.609316979892746,2.8541666666666665,0.4962341877178534,MÉDIO
CORUMBÁ DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0013837141131455,-15.898613517797502,-48.71659334472278,2.606060606060606,0.4946728187504466,MÉDIO
CAÇU,2026-06-04,0.0,12,6,3,1,0.0017366572007035,-18.69115169498673,-51.169522816602274,4.6,0.49170335235475454,MÉDIO
CORUMBAÍBA,2026-06-04,0.0,2,6,3,1,0.0016332847482806,-18.048104715395148,-48.4749049622824,2.3191489361702127,0.48503432367664134,MÉDIO
TERESINA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0045387890360223,-13.661127323864664,-47.23879651180497,3.9615384615384617,0.4839861109622758,MÉDIO
FAINA,2026-06-04,0.0,2,6,3,1,0.0040012522834236,-15.450502453569465,-50.35323063719383,2.484848484848485,0.4820591753879372,MÉDIO
PALESTINA DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.0016318079989603,-16.713753711842983,-51.42754199497641,2.933333333333333,0.47806375529819567,MÉDIO
CAMPINORTE,2026-06-04,0.0,1,6,3,1,0.0043180150126335,-14.019192669554034,-48.931304030265736,2.239130434782609,0.4779017154095559,MÉDIO
PORTEIRÃO,2026-06-04,0.0,3,6,3,1,0.002961620761914,-17.91222565304729,-50.164965023771295,3.433333333333333,0.4741879107713079,MÉDIO
TURVELÂNDIA,2026-06-04,0.0,3,6,3,1,0.0033884013154882,-17.8061094010701,-50.31150433875028,2.41025641025641,0.4728582021484994,MÉDIO
IVOLÂNDIA,2026-06-04,0.0,12,6,3,1,0.0014804411936269,-16.679987246814406,-50.98325370232422,3.4878048780487805,0.46627484332046604,MÉDIO
DIVINÓPOLIS DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.001997303455741,-13.286303429360114,-46.52383420100133,3.909090909090909,0.4631024949501117,MÉDIO
SANTA RITA DO ARAGUAIA,2026-06-04,0.0,12,6,3,1,0.0016871860984725,-17.30441364463477,-53.10068255768836,2.236842105263158,0.45725002590366326,MÉDIO
MAURILÂNDIA,2026-06-04,0.0,3,6,3,1,0.0023303104274746,-18.03750092993941,-50.36063856125698,4.36,0.45210846989732895,MÉDIO
ITAJÁ,2026-06-04,0.0,7,6,3,1,0.0019995185797215,-19.086946202574843,-51.34562507108249,2.5384615384615383,0.4500062099756421,MÉDIO
MATRINCHÃ,2026-06-04,0.0,13,6,3,1,0.0013534407520788,-15.332925918372275,-50.75330754036656,3.5454545454545454,0.4443699829451649,MÉDIO
SANTA CRUZ DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0013851908624659,-17.372324572144244,-48.58985156059331,2.351351351351352,0.44225921870644086,MÉDIO
UIRAPURU,2026-06-04,0.0,2,6,3,1,0.0023568919152404,-14.1658704952681,-49.9660646641288,1.8823529411764703,0.4409923460561792,MÉDIO
ARENÓPOLIS,2026-06-04,0.0,12,6,3,1,0.0016960465943945,-16.361902054815086,-51.55715988814804,2.2413793103448274,0.4405732105434743,MÉDIO
IPORÁ,2026-06-04,0.0,8,6,3,1,0.0012958475285861,-16.39958999360689,-51.174760035598624,1.6444444444444444,0.4393776646457884,MÉDIO
URUTAÍ,2026-06-04,0.0,12,6,3,1,0.001073596755877,-17.44233047699522,-48.19865040570893,2.357142857142857,0.4339976058462181,MÉDIO
MONTIVIDIU,2026-06-04,0.0,8,6,3,1,0.0017492095699262,-17.302834146829042,-51.19610715003383,1.625,0.4275367165725484,MÉDIO
PEROLÂNDIA,2026-06-04,0.0,12,6,3,1,0.0024462352491202,-17.53130275403183,-52.205615580294655,2.4074074074074074,0.4249056178643787,MÉDIO
VICENTINÓPOLIS,2026-06-04,0.0,3,6,3,1,0.0018865472567166,-17.717102371829977,-49.92046965643163,4.85,0.42432957996126136,MÉDIO
CAMPOS BELOS,2026-06-04,0.0,2,6,3,1,0.0053953036418114,-12.986995843211018,-46.42094914457776,2.765957446808511,0.42421749313991064,MÉDIO
MOSSÂMEDES,2026-06-04,0.0,2,6,3,1,0.002096984034863,-16.138102134284225,-50.1950255261411,1.875,0.42379244017248496,MÉDIO
BRITÂNIA,2026-06-04,0.0,12,6,3,1,0.0024949679766909,-15.098256086081884,-51.20240394542521,1.631578947368421,0.4233378902596612,MÉDIO
TROMBAS,2026-06-04,0.0,2,6,3,1,0.0034592852828639,-13.45565441683509,-48.69444724203579,1.818181818181818,0.42122760513618746,MÉDIO
ITAPIRAPUÃ,2026-06-04,0.0,12,6,3,1,0.0013726384932431,-15.75718984044679,-50.7465760866374,2.4242424242424243,0.41781392725355593,MÉDIO
GUARANI DE GOIÁS,2026-06-04,0.0,1,6,3,1,0.0039702405476967,-13.896234842419478,-46.35992556272503,3.25,0.41552755702447675,MÉDIO
RUBIATABA,2026-06-04,0.0,2,6,3,1,0.0012448996770349,-15.197347826385103,-49.85541149603293,2.3846153846153846,0.41450824164276245,MÉDIO
SANTA FÉ DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.0017765294323523,-15.695835336846852,-51.16880663261477,4.266666666666667,0.4141114064172555,MÉDIO
ALEXÂNIA,2026-06-04,0.0,1,6,3,1,0.0011895215775226,-16.07491682926853,-48.49287370127031,1.9056603773584904,0.4122487547385777,MÉDIO
ÁGUAS LINDAS DE GOIÁS,2026-06-04,0.0,1,6,3,1,0.0010477536427713,-15.740323677414423,-48.27077651213715,1.6349206349206349,0.4071989353197718,MÉDIO
DIORAMA,2026-06-04,0.0,12,6,3,1,0.0011001782436429,-16.22661972062711,-51.389931230721885,4.384615384615385,0.3946514333020748,BAIXO
RIALMA,2026-06-04,0.0,2,6,3,1,0.0012478531756755,-15.319958184167618,-49.53010326892392,1.5483870967741935,0.3940561065231124,BAIXO
CACHOEIRA ALTA,2026-06-04,0.0,8,6,3,1,0.0012825567847032,-18.461936889018936,-50.98679602687277,3.4827586206896552,0.38840319379123095,BAIXO
FAZENDA NOVA,2026-06-04,0.0,8,6,3,1,0.0038077981224609,-16.080235263157753,-50.93137671149489,2.647058823529412,0.3872489599071868,BAIXO
ARAGARÇAS,2026-06-04,0.0,12,6,3,1,0.0016207323790579,-15.9954744133776,-52.195114826594455,1.809523809523809,0.3856827308607173,BAIXO
CHAPADÃO DO CÉU,2026-06-04,0.0,3,6,3,1,0.0062939056032299,-18.41837474627293,-52.650980123044505,15.272727272727272,0.3833862468849621,BAIXO
GUAPÓ,2026-06-04,0.0,2,6,3,1,0.0013896211104268,-16.923914459668058,-49.58948320140861,2.5,0.38332041250531285,BAIXO
CIDADE OCIDENTAL,2026-06-04,0.0,2,6,3,1,0.0009805615486965,-16.103552382328953,-47.86022791897977,1.9230769230769231,0.383070456861168,BAIXO
VIANÓPOLIS,2026-06-04,0.0,2,6,3,1,0.0007620026492882,-16.848283967930477,-48.46851922795139,2.1052631578947367,0.37093034264571195,BAIXO
HIDROLINA,2026-06-04,0.0,19,6,3,1,0.0009628405568526,-14.78351237067298,-49.29993852784245,2.740740740740741,0.36710135277171785,BAIXO
PORTELÂNDIA,2026-06-04,0.0,5,6,3,1,0.001209457693347,-17.363742774222114,-52.70044038012558,2.230769230769231,0.36697334491678946,BAIXO
SANTO ANTÔNIO DA BARRA,2026-06-04,0.0,12,6,3,1,0.0012611439195585,-17.55961474151254,-50.63551540775774,3.2962962962962963,0.36555206332926843,BAIXO
NOVA IGUAÇU DE GOIÁS,2026-06-04,0.0,4,6,3,1,0.0017403490740043,-14.335840325249317,-49.31212409374217,2.3043478260869565,0.3641331631694968,BAIXO
FORMOSO,2026-06-04,0.0,1,6,3,1,0.0027740735982326,-13.7157591183698,-48.828383563721786,1.8333333333333333,0.36239709212237137,BAIXO
PILAR DE GOIÁS,2026-06-04,0.0,15,6,3,1,0.0022653334573802,-14.563053642806697,-49.51029317946296,1.4210526315789471,0.360445617410512,BAIXO
ALTO HORIZONTE,2026-06-04,0.0,4,6,3,1,0.0009111543306412,-14.162393972965113,-49.45279801107309,2.4705882352941178,0.35943698233582616,BAIXO
VALPARAÍSO DE GOIÁS,2026-06-04,0.0,1,6,3,1,0.0004061060630896,-16.08965315501241,-47.98624179015667,2.023809523809524,0.3540626114217638,BAIXO
SIMOLÂNDIA,2026-06-04,0.0,2,6,3,1,0.0011799227069405,-14.434586326028946,-46.58882654789143,2.5789473684210527,0.3522739883864624,BAIXO
CAMPOS VERDES,2026-06-04,0.0,15,6,3,1,0.0009022938347192,-14.200869051269477,-49.67078102066461,3.28,0.35115115429717825,BAIXO
SÃO FRANCISCO DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.000774555018511,-15.930856959393246,-49.25922517675899,2.2580645161290325,0.34909724260914504,BAIXO
GUARINOS,2026-06-04,0.0,15,6,3,1,0.0012316089331519,-14.677563689499642,-49.737239130745,2.75,0.34896074096701674,BAIXO
URUANA,2026-06-04,0.0,2,6,3,1,0.0009901604192786,-15.537768557761284,-49.65225244233562,2.5294117647058822,0.34774221452812387,BAIXO
PETROLINA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0007716015198704,-16.11674724559263,-49.318512368591655,3.56,0.34547864763696134,BAIXO
LEOPOLDO DE BULHÕES,2026-06-04,0.0,2,6,3,1,0.0009037705840395,-16.556636131106096,-48.89337232999825,1.9428571428571428,0.34440389596496346,BAIXO
PONTALINA,2026-06-04,0.0,4,6,3,1,0.0014390922126578,-17.54112629308756,-49.56409835329973,1.3846153846153846,0.34072345847797714,BAIXO
JANDAIA,2026-06-04,0.0,12,6,3,1,0.0011570330924755,-17.140823818775164,-50.18439081477384,3.55,0.338836865288999,BAIXO
CASTELÂNDIA,2026-06-04,0.0,12,6,3,1,0.0014516445818805,-18.147960130853747,-50.30679359237395,2.7222222222222223,0.3360800323660034,BAIXO
GAMELEIRA DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0005648566150247,-16.393084698423134,-48.71174726623623,2.0303030303030303,0.32991577936972777,BAIXO
MAMBAÍ,2026-06-04,0.0,2,6,3,1,0.005212186726091,-14.387997990140692,-46.051088000383096,5.1923076923076925,0.3287469799412895,BAIXO
JAUPACI,2026-06-04,0.0,10,6,3,1,0.0010263407776266,-16.20973022325548,-51.05550430467066,4.142857142857143,0.3257691345517253,BAIXO
GOIANÁPOLIS,2026-06-04,0.0,2,6,3,1,0.0013534407520788,-16.52798048733482,-49.09369703759325,1.7692307692307692,0.32164882483349055,BAIXO
NOVO GAMA,2026-06-04,0.0,1,6,3,1,0.0008040900049175,-16.10973108267564,-48.07263803458282,1.9787234042553192,0.3209573845257996,BAIXO
ESTRELA DO NORTE,2026-06-04,0.0,10,6,3,1,0.0006290952104589,-13.815008598965576,-49.04348551590312,3.269230769230769,0.31720847099208904,BAIXO
PANAMÁ,2026-06-04,0.0,3,6,3,1,0.0011511260951942,-18.199317807602675,-49.40058551258638,2.875,0.3120991188204911,BAIXO
AURILÂNDIA,2026-06-04,0.0,2,6,3,1,0.00081516562482,-16.694217641941965,-50.54701395836094,3.333333333333333,0.304845551525799,BAIXO
PROFESSOR JAMIL,2026-06-04,0.0,10,6,3,1,0.0010381547721892,-17.327766046172016,-49.24779400353557,2.333333333333333,0.3015565036237328,BAIXO
CARMO DO RIO VERDE,2026-06-04,0.0,2,6,3,1,0.0007354211615224,-15.426910428711976,-49.742093983937615,2.5217391304347827,0.2999091191249293,BAIXO
MAIRIPOTABA,2026-06-04,0.0,4,6,3,1,0.0006999791778345,-17.295161367113327,-49.44670063542476,3.347826086956522,0.2979069158262783,BAIXO
TEREZÓPOLIS DE GOIÁS,2026-06-04,0.0,2,6,3,1,0.0007612642746281,-16.451781768427683,-49.07980840150495,2.125,0.29151292675492396,BAIXO
CACHOEIRA DE GOIÁS,2026-06-04,0.0,12,6,3,1,0.0008033516302574,-16.743051878299504,-50.687902715799886,1.9047619047619049,0.279208067156442,BAIXO
