Modelo,Periodo_Validacao,AUC,F1,Precisao,Recall,TP,FP,TN,FN
LightGBM Full 2015-2025,2026-01-01 → 2026-06-03,0.8160545013780198,0.27906976744186046,0.19781688572065048,0.4736,888,3601,32562,987
